Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSizeScaleFactor	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrixScaleFactor	migModel.t:h3n2_2deme.rateMatrix_backward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_backward_NewZealand_HongKong	migModel.t:h3n2_2deme.rateMatrix_forward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_forward_NewZealand_HongKong	clockRate.c:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme.1	freqParameter.s:h3n2_2deme.2	freqParameter.s:h3n2_2deme.3	freqParameter.s:h3n2_2deme.4	gammaShape.s:h3n2_2deme
455000	-4693.467194379726	-4611.889495067936	-81.57769931179004	-4611.889495067936	8.031152576732188	55.12952785366396	42.66979149776623	12.459736355897732	0	9	38	21	0	0.052275867329181804	57.198873458197646	9.693220665696428	3.19991027060837E-4	1.4601968490545253E-13	0.7522953319506902	0.12748790697251547	8.616497826022405E-13	0.003142508463051401	2.0	0.25	0.25	0.25	0.25	0.24802083459161067
456000	-4692.844716441044	-4612.090065694796	-80.75465074624725	-4612.090065694796	8.2059771711553	54.7462320539913	44.469734136150514	10.276497917840803	0	11	40	19	0	0.07342135408865805	39.63239629123975	9.772205257652246	4.329015200062677E-4	1.4509733185243652E-13	1.0249718465416018	0.2527284798555907	5.884603121976224E-13	0.002849563927873667	2.0	0.25	0.25	0.25	0.25	0.24802083459161067
457000	-4690.842682676468	-4615.979935162181	-74.86274751428628	-4615.979935162181	8.454741267373386	53.662019624349384	43.929140776747204	9.732878847602187	0	9	38	21	0	0.0739370567932988	57.283479487494446	5.151717418460457	3.159418283297547E-4	3.462459943502407E-13	0.7475801053191503	0.06723267309744954	3.850012278219325E-12	0.003211158829887369	2.0	0.25	0.25	0.25	0.25	0.24802083459161067
458000	-4694.154189772226	-4615.683850417751	-78.47033935447536	-4615.683850417751	8.547839563909116	56.2919275364718	46.42511655459205	9.866810981879745	0	10	39	20	0	0.05757097791973849	57.5703414446954	9.366008244258788	3.633263655764002E-4	1.626422962938022E-13	0.8554174541449175	0.13916622216841798	9.99718587341956E-13	0.0027888289238011794	2.0	0.25	0.25	0.25	0.25	0.24802083459161067
459000	-4709.39502706726	-4625.963870067295	-83.43115699996503	-4625.963870067295	8.410865989641403	56.60745968420889	44.906853459937004	11.70060622427189	0	10	39	20	0	0.08611346756714862	40.06101112338952	9.262927120135197	1.6492664975014578E-4	7.465066974357657E-14	1.0478147483635292	0.2422762525788433	3.2285488940803085E-13	0.003003150093196039	2.0	0.25	0.25	0.25	0.25	0.20840442299801654
460000	-4702.263709832002	-4624.922419233042	-77.34129059895963	-4624.922419233042	8.204025819345192	55.67849516410897	44.03029289144975	11.648202272659248	0	9	38	21	0	0.06666605955690505	39.256113736473196	7.254164028044978	7.565550025361442E-5	4.166534160263061E-15	0.9636029670567708	0.1780648494108586	2.2547317409676502E-14	0.002937936707670784	2.0	0.25	0.25	0.25	0.25	0.20840442299801654
461000	-4712.4673334384615	-4621.71943191891	-90.74790151955145	-4621.71943191891	8.424978550208461	59.91461957894833	49.03127623649553	10.883343342452802	0	11	40	19	0	0.07461765667217625	53.32601799525481	11.531600518405831	7.779967954575629E-5	4.500125903671473E-15	1.1655546056449815	0.2520478858159255	2.0810103032711726E-14	0.0026559504188876184	2.0	0.25	0.25	0.25	0.25	0.20840442299801654
462000	-4719.395236807985	-4623.831515807486	-95.56372100049991	-4623.831515807486	8.720678572382385	61.90756912587787	49.682974627606555	12.224594498271335	0	12	41	18	0	0.07115736258904275	47.702150066720485	12.143697402583499	3.9940240661146285E-5	6.266110905460607E-16	1.0048595806624556	0.255810496226774	2.461416427285194E-15	0.0030532761972511765	2.0	0.25	0.25	0.25	0.25	0.20840442299801654
463000	-4963.473157543566	-4868.264928436589	-95.20822910697757	-4868.264928436589	8.338611737768026	62.71238177835836	51.00459808727798	11.707783691080373	0	11	40	19	0	0.058313371595556385	60.21582588912653	12.223703710029248	5.356740029656326E-5	1.1781070540073886E-15	0.8614810555299247	0.17487909563825474	5.803534749018467E-15	0.0031253311170836946	2.0	0.25	0.25	0.25	0.25	0.20840442299801654
464000	-4929.297447439329	-4839.656536413305	-89.6409110260241	-4839.656536413305	7.810689879391834	61.2445980270662	49.2821420634367	11.962455963629504	0	9	38	21	0	0.06213348185301759	56.924380631030665	12.185872048718554	4.166023491182032E-5	3.496038372643266E-16	0.4873967300512144	0.10433761638734898	1.6331192238799344E-15	0.0033608249792561537	2.0	0.25	0.25	0.25	0.25	0.11685092438426009
465000	-4931.311953934215	-4840.661799889906	-90.65015404430848	-4840.661799889906	7.5149350188314505	58.46056317237322	46.465955168367486	11.994608004005755	0	9	38	21	0	0.06909458062467193	75.66909743423773	12.207001106792674	5.8059163246568364E-5	1.062786165861976E-15	0.7028738767813735	0.11338819257441983	6.588028397213749E-15	0.003594597557039057	2.0	0.25	0.25	0.25	0.25	0.09390378340785721
466000	-4918.261223737296	-4844.20842552715	-74.05279821014575	-4844.20842552715	7.196470646186512	54.13862816395685	43.99239233825468	10.14623582570219	0	9	38	21	0	0.07416230316020002	42.890991787269954	7.543711811708027	3.712839358809694E-5	6.506718853113115E-16	0.9462436733222744	0.16642631186052098	3.699500085061716E-15	0.003289753739826128	2.0	0.25	0.25	0.25	0.25	0.09390378340785721
