Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSizeScaleFactor	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrixScaleFactor	migModel.t:h3n2_2deme.rateMatrix_backward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_backward_NewZealand_HongKong	migModel.t:h3n2_2deme.rateMatrix_forward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_forward_NewZealand_HongKong	clockRate.c:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme.1	freqParameter.s:h3n2_2deme.2	freqParameter.s:h3n2_2deme.3	freqParameter.s:h3n2_2deme.4	gammaShape.s:h3n2_2deme
229000	-4663.261931635164	-4618.298844635014	-44.96308700015011	-4618.298844635014	6.8858028027136635	36.92519362737406	27.168329468206498	9.75686415916756	0	8	37	22	0	39.43079104700835	0.035275399383157956	0.009195033184181751	0.1856474216369555	2.3411012535472753E-6	1.3995640970079626	0.3648162328538181	8.981292406574474E-6	0.004292530447496283	2.0	0.25	0.25	0.25	0.25	0.2704408467539789
230000	-4662.914316792065	-4620.514405682162	-42.399911109902476	-4620.514405682162	6.796039286538205	37.615830094674955	28.356262506879695	9.259567587795253	0	8	37	22	0	65.7463956503864	0.025639613284596546	0.003490350895604261	0.08031617701777775	4.5408106094468656E-7	0.6049610523024131	0.08235406389604015	3.3356138539375995E-6	0.005004982041549684	2.0	0.25	0.25	0.25	0.25	0.2704408467539789
231000	-4652.155292260789	-4615.9151032810105	-36.24018897977864	-4615.9151032810105	6.671058830542591	36.99359819751896	30.98390286630721	6.009695331211766	0	10	39	20	0	74.49788293419819	0.02560772546993085	0.001956094734673777	0.2035768128655878	5.542521932566625E-6	2.690289629316505	0.20550288173124862	7.255854102787459E-5	0.004418712144892979	2.0	0.25	0.25	0.25	0.25	0.30224222213004653
232000	-4655.4908265424465	-4617.176974988303	-38.313851554143376	-4617.176974988303	6.690621062846133	36.21970499660686	30.76562771351213	5.454077283094719	0	11	40	19	0	59.80849169125837	0.025604239751753313	0.0021703927900989474	0.32967596895388707	3.9800276012071514E-5	4.357296747830151	0.3693546669420074	4.6952598342928374E-4	0.004556364683730431	2.0	0.25	0.25	0.25	0.25	0.19491813900860325
233000	-4651.4901106192665	-4617.0349829581055	-34.45512766116128	-4617.0349829581055	7.12299385082096	36.90569084945071	30.6835889320015	6.222101917449208	0	10	39	20	0	59.107482416512035	0.030573535508183387	0.0029224690295846585	0.09563019039887952	1.1572947211907072E-5	0.9005153463340928	0.08607863521779069	1.2107088524659524E-4	0.005013764463078965	2.0	0.25	0.25	0.25	0.25	0.2558913327136999
234000	-4653.608591842906	-4609.974189954622	-43.63440188828454	-4609.974189954622	6.936538702257663	37.74568228127073	30.9252922121097	6.820390069161032	0	10	39	20	0	45.6576999697291	0.030840398617033787	0.0043921535053436135	0.47020305386317834	3.907692416786005E-5	2.5355386888201785	0.36110023344137293	2.743865660884096E-4	0.0043881353817954325	2.0	0.25	0.25	0.25	0.25	0.2558913327136999
235000	-4659.55874705946	-4614.309038544558	-45.24970851490249	-4614.309038544558	6.962801318961015	37.37204167019015	30.873797291427824	6.498244378762325	0	10	39	20	0	58.28959628480333	0.023830486630719537	0.005107494861800927	0.4090855656917102	4.798434311237167E-5	1.6590907084523938	0.3555864133197688	2.2388475719778444E-4	0.004342014990975915	2.0	0.25	0.25	0.25	0.25	0.2558913327136999
236000	-4646.2621529220205	-4606.8262945554725	-39.43585836654821	-4606.8262945554725	6.753278147304704	35.97899743947567	30.272011231475553	5.706986208000119	0	10	39	20	0	47.3390739534743	0.03373485630439008	0.005072317079846065	0.2936926667342174	1.8655044921660237E-5	2.055455037644479	0.3090548126313777	1.2407056772626855E-4	0.004514097645255471	2.0	0.25	0.25	0.25	0.25	0.23336880459824846
237000	-4646.005874293272	-4612.229866581995	-33.77600771127664	-4612.229866581995	6.536221380118049	35.228650791547494	29.83526087712489	5.393389914422587	0	10	39	20	0	47.188666467068494	0.033811763342790964	0.0026356401613460427	0.2723129742239858	7.362120804020944E-5	1.5692677843773364	0.1223250368364262	9.444623358579626E-4	0.005014013816738101	2.0	0.25	0.25	0.25	0.25	0.23336880459824846
238000	-4650.179084120575	-4607.067790820649	-43.11129329992549	-4607.067790820649	6.588180754977566	36.9873257570222	30.57461553856696	6.412710218455236	0	10	39	20	0	40.63462138186486	0.03520995888335173	0.0041755004191569	0.16072149288280968	2.5138046697829454E-5	1.635590388150415	0.19396240631568	2.119768894232487E-4	0.004631717056764518	2.0	0.25	0.25	0.25	0.25	0.19056091208102616
239000	-4655.128756730533	-4608.2876979342445	-46.84105879628813	-4608.2876979342445	6.538665618382484	36.81048150473757	30.4723050038966	6.3381765008409845	0	10	39	20	0	38.54341900399114	0.05050852060625868	0.005039497471517528	0.04865669403614654	1.2745782483376417E-5	0.4958018280962215	0.049468723872206764	1.2774500252118434E-4	0.003960389800279226	2.0	0.25	0.25	0.25	0.25	0.19056091208102616
240000	-4651.997806985852	-4611.917750176972	-40.08005680888012	-4611.917750176972	6.492818346298476	37.01521923615911	30.17534524954035	6.839873986618768	0	10	39	20	0	33.148918003515604	0.050473014839350426	0.005035954876715487	0.14036879945840036	9.321636198729312E-6	1.1751187978069504	0.11724770670766839	9.342638957328204E-5	0.004559926201192549	2.0	0.25	0.25	0.25	0.25	0.19056091208102616
241000	-4658.609259301677	-4616.915845982228	-41.693413319449476	-4616.915845982228	6.778797378537462	37.71241683005358	29.864510951018374	7.847905879035203	0	9	38	21	0	28.993544424936815	0.052417306826169796	0.006855160428352393	0.44310529108326363	1.5010606891848537E-5	1.1858196878387617	0.1550820652841134	1.1477712233295628E-4	0.004384250794222283	2.0	0.25	0.25	0.25	0.25	0.11959531591302712
242000	-4654.545876634866	-4616.052238347351	-38.49363828751509	-4616.052238347351	6.799463015406535	37.44118179346616	30.087458355429796	7.353723438036343	0	9	38	21	0	41.19283643697147	0.04494273949240756	0.005957881314690911	0.37234351792645143	4.287706757514604E-6	0.9239064847076106	0.12247863045133572	3.2343928595497966E-5	0.004387180509199385	2.0	0.25	0.25	0.25	0.25	0.11959531591302712
243000	-4662.569869212865	-4617.4523805034405	-45.117488709424876	-4617.4523805034405	6.903971336113694	38.69893281083507	32.391729376060255	6.307203434774798	0	11	40	19	0	29.835464352440592	0.04323010138344147	0.0065706341503425775	0.34333787140898564	5.12353059906871E-6	1.0918933764625967	0.165959173777604	3.3709188819675334E-5	0.004420729825478472	2.0	0.25	0.25	0.25	0.25	0.11959531591302712
244000	-4666.0500033099315	-4614.027204541683	-52.022798768248386	-4614.027204541683	6.926534060846227	40.172417843644915	32.992701086046864	7.179716757598044	0	12	41	18	0	31.698004117521062	0.060419960744897236	0.012044175228242058	0.3875336468662047	4.719084077922148E-6	1.2347146099988635	0.24612924166708938	2.3673424650227564E-5	0.0035933925103776845	2.0	0.25	0.25	0.25	0.25	0.11959531591302712
245000	-4657.120439377233	-4609.189170464101	-47.931268913132044	-4609.189170464101	6.860988586914889	39.399858258721245	33.69292812358321	5.706930135138027	0	12	41	18	0	25.16119528857927	0.07928334646485988	0.008703434705352774	0.2339722213614453	5.708050307582089E-6	2.42251769043211	0.26593509837003243	5.199709603112805E-5	0.004683743436661801	2.0	0.25	0.25	0.25	0.25	0.11959531591302712
246000	-4655.155474034967	-4604.711023601507	-50.44445043345951	-4604.711023601507	6.99980384362493	39.59142092299169	33.64443391532909	5.94698700766261	0	11	40	19	0	25.00458942065097	0.07665752019608836	0.013496668690183468	0.1800199517575241	3.947562666403892E-7	1.8615972577182662	0.32776120800291175	2.242111529679012E-6	0.004284855731914122	2.0	0.25	0.25	0.25	0.25	0.22950620911482605
247000	-4650.28443573162	-4603.102539588313	-47.18189614330635	-4603.102539588313	6.8546315167335985	40.08640348469672	32.03921005997567	8.04719342472103	0	10	39	20	0	24.347737780215894	0.07549173664437527	0.012609787637725129	0.0898567867248599	4.411590856701348E-8	0.9333665750281241	0.1559051999916127	2.6411123224666295E-7	0.004191495380135852	2.0	0.25	0.25	0.25	0.25	0.22950620911482605
248000	-4647.885908085107	-4606.757325470459	-41.1285826146473	-4606.757325470459	6.816737786433079	39.20343918404162	32.80588809922651	6.397551084815113	0	11	40	19	0	30.466870115987266	0.07548006904618258	0.008061162470128929	0.18722574701062408	7.238169812170923E-8	1.1369662856718818	0.12142635887431791	6.777404117770097E-7	0.00463150402607444	2.0	0.25	0.25	0.25	0.25	0.15944973740413018
249000	-4649.55588537586	-4611.70000959711	-37.855875778750836	-4611.70000959711	6.682802564452128	38.00477294084689	31.48388422149253	6.5208887193543745	0	11	40	19	0	26.202719870668258	0.05657513803741096	0.0063816605489322225	0.06642319703791176	6.828403388599634E-9	1.8465647195847645	0.20829201007396184	6.05356335271997E-8	0.004254919636099113	2.0	0.25	0.25	0.25	0.25	0.15944973740413018
250000	-4648.0210632830685	-4607.291670860646	-40.72939242242233	-4607.291670860646	6.655989260572679	38.33727390701325	29.406679278874623	8.930594628138623	0	11	40	19	0	32.44453431211543	0.047441420795460376	0.008449778341080119	0.04251413144859853	6.187108573418258E-10	1.0968770148472013	0.19536446184536235	3.473762381572904E-9	0.00463319590573892	2.0	0.25	0.25	0.25	0.25	0.15944973740413018
251000	-4653.460966560249	-4609.043711876254	-44.417254683995196	-4609.043711876254	6.683292912740353	38.870400371783006	30.9348627224482	7.9355376493347975	0	11	40	19	0	47.797830715943924	0.039883309803600275	0.008436002282865309	0.01670979446844426	1.876477571682697E-10	1.250466645512156	0.26449508649443176	8.871516841921587E-10	0.004033915016839325	2.0	0.25	0.25	0.25	0.25	0.23454371085477826
252000	-4659.878775016841	-4613.846971472225	-46.03180354461593	-4613.846971472225	6.724084284097635	39.91158684408468	32.32433803460147	7.587248809483221	0	11	40	19	0	35.60876908388924	0.04518438269060176	0.008646905777695373	0.021969508143695943	3.448006355744448E-10	0.9037841319526062	0.17295657851259916	1.8017547860815019E-9	0.0038610892475174122	2.0	0.25	0.25	0.25	0.25	0.16896200153772392
253000	-4656.689970147876	-4608.466315715581	-48.223654432295135	-4608.466315715581	6.828239341056577	39.987581503683984	32.00677314910934	7.980808354574632	0	11	40	19	0	62.94152702267593	0.032117064401152445	0.007315081272522668	0.042504337113986754	6.693395071464798E-10	1.754458556725474	0.3996008717178755	2.93875341317235E-9	0.004334393372788864	2.0	0.25	0.25	0.25	0.25	0.24311725746465107
254000	-4666.7874001046775	-4619.497537368223	-47.28986273645508	-4619.497537368223	6.785294939349505	39.87596775721545	29.5591311902088	10.316836567006654	0	9	38	21	0	63.265883141179906	0.025546352222702177	0.007286822451659369	0.027165677515970238	4.2945209022478086E-10	0.8695020523462414	0.2480161168047306	1.505585518576702E-9	0.004894001824538937	2.0	0.25	0.25	0.25	0.25	0.24311725746465107
255000	-4671.180585663579	-4618.045186640832	-53.13539902274745	-4618.045186640832	6.865657212601182	40.279002564615496	31.14365074760724	9.13535181700826	0	11	40	19	0	57.5441179612608	0.023562958319288084	0.010783136405870714	0.04116210398730844	8.551543830398049E-10	0.9883911872924989	0.45231828917726224	1.868655493697835E-9	0.004157233067135537	2.0	0.25	0.25	0.25	0.25	0.24311725746465107
256000	-4669.374839445909	-4620.030061976352	-49.34477746955714	-4620.030061976352	7.0177881762486365	39.21740624222866	30.99485374920554	8.222552493023123	0	12	41	18	0	94.17149295049316	0.023617202841129895	0.005958235382470386	0.05271859106298344	1.971656717632421E-10	1.776168914904543	0.4480984706452213	7.815236163780861E-10	0.004505277573803696	2.0	0.25	0.25	0.25	0.25	0.24311725746465107
257000	-4652.763190880767	-4603.880832733873	-48.882358146894056	-4603.880832733873	7.142983770783943	41.6893821972816	33.07412307317744	8.615259124104167	0	10	39	20	0	76.89230396806715	0.02725606355802468	0.0027042369775863192	0.05092245190731704	1.2541560380925408E-10	1.1349353867217	0.11260372332968242	1.2640666098886513E-9	0.004219973798188145	2.0	0.25	0.25	0.25	0.25	0.24311725746465107
258000	-4651.229533481728	-4603.984433904858	-47.245099576870004	-4603.984433904858	7.336271717834754	42.26510810047626	35.45462198390858	6.810486116567675	0	11	40	19	0	87.99759212383907	0.03257608249967241	0.003321695284525049	0.04771981526490363	2.5070951660204093E-10	2.2345821248520092	0.22785431327046543	2.4587245959404277E-9	0.00401888973062665	2.0	0.25	0.25	0.25	0.25	0.24311725746465107
259000	-4652.435429281464	-4607.982804943461	-44.45262433800327	-4607.982804943461	7.107494060427573	41.38099773802767	33.33799079376216	8.043006944265498	0	11	40	19	0	52.18808076183439	0.04116065456808517	0.004806633537660878	0.04660323813587609	1.200603601048345E-10	1.4037864548125425	0.16393050898291225	1.0281131213510168E-9	0.0038219125778731406	2.0	0.25	0.25	0.25	0.25	0.24311725746465107
260000	-4645.413507962433	-4610.04058324657	-35.37292471586267	-4610.04058324657	7.179420927449918	40.91843126656461	33.79124875337288	7.12718251319173	0	11	40	19	0	69.94921089942626	0.028176571546669252	0.0024714601097595612	0.04928953304260132	4.902266789581678E-11	1.7180201529489678	0.1506932193203014	5.588966230612024E-10	0.004143840142090457	2.0	0.25	0.25	0.25	0.25	0.27730019513221893
261000	-4650.439367691359	-4616.1326596213175	-34.30670807004159	-4616.1326596213175	6.763526440015007	40.55992542791185	34.29997867104824	6.2599467568636085	0	11	40	19	0	66.60734956007965	0.028058870368343584	0.0029183295811026815	0.22157691798588422	4.5754767345718167E-10	1.5669056550696543	0.16296975123937582	4.399184704841103E-9	0.0043560192706089546	2.0	0.25	0.25	0.25	0.25	0.27730019513221893
262000	-4646.911132181925	-4613.35685954404	-33.554272637884566	-4613.35685954404	6.856408333974802	40.86247777168304	35.01178504148937	5.850692730193668	0	11	40	19	0	58.742793783639634	0.048626146947408064	0.002849870727502741	0.35934564276555414	5.437826601230802E-10	1.554924264256836	0.09113066575030163	9.27833507794501E-9	0.004326788395377089	2.0	0.25	0.25	0.25	0.25	0.27730019513221893
263000	-4644.318075947004	-4611.52659760819	-32.79147833881406	-4611.52659760819	6.797485967748479	41.2317320418573	34.394902102411436	6.836829939445854	0	11	40	19	0	37.02410676013023	0.04922849033125172	0.0029716401274170463	0.2683464999341939	4.511648727503748E-10	1.3569454019343055	0.0819109702525689	7.47404282607307E-9	0.004117188896977165	2.0	0.25	0.25	0.25	0.25	0.27730019513221893
264000	-4659.085173328843	-4617.5210230493985	-41.56415027944427	-4617.5210230493985	6.821877522805457	41.786116010239525	35.96981945183876	5.816296558400751	0	11	40	19	0	39.620996249973565	0.08137395594859088	0.0035241918405122833	0.8203783269487931	6.739424294797267E-10	1.7465365661439578	0.07564004777461558	1.55614007551864E-8	0.0038988600741762395	2.0	0.25	0.25	0.25	0.25	0.27730019513221893
265000	-4646.991091563079	-4608.415211950352	-38.57587961272695	-4608.415211950352	7.030570664178656	43.68841307921279	38.30983004364456	5.378583035568221	0	11	40	19	0	70.38845036418797	0.040280227621096946	0.002488127129789756	0.833599999261946	1.1961524663803506E-9	2.4361103751993527	0.15047959442317427	1.9364482239863808E-8	0.0034210274271836358	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
266000	-4655.939009178576	-4603.8151959617135	-52.12381321686272	-4603.8151959617135	7.125008266529969	43.82650211144633	35.460588559538905	8.365913551907425	0	10	39	20	0	68.12251226971574	0.023903143421526354	0.004827310931582084	0.4851569844866771	6.245106635472037E-10	1.4193166006181985	0.286635210303342	3.0923568360551056E-9	0.003841617809668074	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
267000	-4663.818061914753	-4609.634867495256	-54.183194419497426	-4609.634867495256	7.334309648395112	44.26654110576441	34.70253280143974	9.564008304324663	0	10	39	20	0	88.10598919828563	0.02446810274273602	0.0038067580872729705	0.44098709943124387	1.8637950469240034E-9	0.7841312940707341	0.12199548843539817	1.1979623515348675E-8	0.0035481141441936863	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
268000	-4669.733014339068	-4614.687864238954	-55.045150100114185	-4614.687864238954	7.332333448318576	44.88019926490744	33.34421359901858	11.535985665888857	0	10	39	20	0	76.54215230728859	0.022354858221814978	0.006427930759866284	0.6883784727424088	6.666347877322231E-9	0.5979442968841939	0.1719332997101188	2.318401787792994E-8	0.0036079750134179814	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
269000	-4666.062593887479	-4604.040977648257	-62.02161623922291	-4604.040977648257	7.426762900129029	44.65063631002301	34.42274614146844	10.227890168554595	0	11	40	19	0	113.8315417528664	0.018330919651666302	0.007368492863567473	1.0689519934319462	1.1178439901317896E-8	1.0551868615669218	0.42415421631501465	2.7809090333139137E-8	0.0037858497017787397	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
270000	-4661.97969000304	-4612.357602255201	-49.62208774783909	-4612.357602255201	7.197414943316033	42.217842231179574	32.18968364437119	10.028158586808392	0	10	39	20	0	55.30002781714222	0.029208373717179093	0.00725740197981901	1.0728651098442021	1.1391098444728959E-8	1.075260727239435	0.2671699357947946	4.584498162676093E-8	0.004371905667004994	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
271000	-4659.312029728104	-4612.561267960138	-46.75076176796611	-4612.561267960138	7.553542479019136	42.51185351343916	32.69845735897818	9.813396154460984	0	10	39	20	0	52.89431351759748	0.0285476993336618	0.006785060003908798	0.9026428792388336	3.475370746636071E-9	0.9022290821317056	0.2144368408811442	1.4622396720266923E-8	0.003550205303966078	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
272000	-4659.737019643073	-4610.261290375463	-49.47572926760995	-4610.261290375463	7.0473961127060205	41.65949002354663	32.58818049911533	9.071309524431307	0	11	40	19	0	44.745025562648344	0.043317007607346886	0.010028113216009564	1.130127165224382	4.708717520493311E-9	1.1302271144515112	0.2616534726097104	2.033957418135533E-8	0.004414528002937273	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
273000	-4654.090549161507	-4609.365109439446	-44.72543972206073	-4609.365109439446	6.988045394246477	40.34437205313519	30.86246691996851	9.481905133166673	0	10	39	20	0	39.19325537413609	0.04292616692860722	0.009139620771463837	1.0270718322313028	5.2680788040417665E-9	1.036514933698625	0.22068947907042458	2.474264915251349E-8	0.004069782644395415	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
274000	-4656.7588413100975	-4611.083064244562	-45.6757770655355	-4611.083064244562	6.912542151210889	39.69938219027644	31.227723879872222	8.471658310404205	0	11	40	19	0	39.72908092738506	0.038352203171280005	0.00553955131528103	2.5677532926760103	9.642817830616009E-8	0.9660568384955698	0.13953621924729076	6.676051678829245E-7	0.004078337896425284	2.0	0.25	0.25	0.25	0.25	0.3087249622863106
275000	-4661.31522364436	-4617.981401653023	-43.33382199133742	-4617.981401653023	7.097169184310268	39.35563149038502	30.70960730445318	8.64602418593184	0	12	41	18	0	26.173430922557927	0.05217520660540953	0.013254114488236737	4.407379346276475	1.3275358840316125E-8	1.397783304787313	0.35508014547039923	5.2258835614342854E-8	0.004073739250796928	2.0	0.25	0.25	0.25	0.25	0.4146104499998839
276000	-4660.517258821978	-4613.285097642255	-47.232161179723235	-4613.285097642255	7.275105762638373	42.06760180735182	33.431570942288936	8.636030865062878	0	10	39	20	0	25.586621631688743	0.05886343346979882	0.014643092985164962	1.8101049376635387	5.275426781553653E-9	0.5675627718338748	0.14118908723096268	2.1206567061711525E-8	0.003714345298287379	2.0	0.25	0.25	0.25	0.25	0.4146104499998839
277000	-4673.24960318513	-4620.533671147632	-52.71593203749754	-4620.533671147632	7.629108984622086	42.583489219366314	34.12251205368208	8.460977165684238	0	10	39	20	0	33.783872003055585	0.0808256461351036	0.016143923722690478	1.829370026851935	8.24434048244631E-9	1.126596489000974	0.22502372272138857	4.1275848294237544E-8	0.003927983049150668	2.0	0.25	0.25	0.25	0.25	0.4146104499998839
278000	-4661.753177892811	-4614.856323797376	-46.89685409543521	-4614.856323797376	6.90650023581967	39.75237666828788	33.78639354943129	5.965983118856586	0	12	41	18	0	19.736569558691944	0.0807749435674345	0.009271581099714515	4.939017399570328	2.17619941903271E-8	4.237003121530429	0.4863354442113245	1.8959267397150147E-7	0.004264987142501121	2.0	0.25	0.25	0.25	0.25	0.3465546725844399
279000	-4660.392346744004	-4616.804725397516	-43.58762134648742	-4616.804725397516	6.930015725034598	40.24987354329766	33.455615078997745	6.794258464299911	0	11	40	19	0	15.443998726313085	0.12375360254560956	0.013660250153071412	2.2714124417829877	7.246316543849767E-9	1.5803171822779105	0.1744395927638316	6.564724418942135E-8	0.0038657582380565115	2.0	0.25	0.25	0.25	0.25	0.3465546725844399
280000	-4658.660979320968	-4609.346161595837	-49.314817725131476	-4609.346161595837	7.035559284236779	41.95689356215314	34.32805768689809	7.62883587525505	0	11	40	19	0	16.28283582356299	0.10816957610048666	0.022333190205947068	0.9064304740744212	2.8969124300776453E-9	0.8940252121057791	0.18458457387613542	1.4031035721814883E-8	0.004755356097021173	2.0	0.25	0.25	0.25	0.25	0.3465546725844399
281000	-4653.027121085368	-4604.796977121833	-48.23014396353486	-4604.796977121833	6.9612365322249055	40.95118650874626	31.811208126024304	9.139978382721974	0	10	39	20	0	17.06248665368914	0.1067555730435044	0.02504454860053647	2.4349351662318464	6.798701087120342E-9	1.536634648018927	0.36049004306215815	2.8980327898242948E-8	0.004200375466628304	2.0	0.25	0.25	0.25	0.25	0.3465546725844399
282000	-4661.282515566234	-4608.2494199672265	-53.033095599007815	-4608.2494199672265	6.920214704369576	41.744216229143916	33.93271565657196	7.811500572571965	0	10	39	20	0	14.44785955692083	0.14087787012591055	0.021306095918155948	2.694304221641938	1.1958873130502979E-8	0.6614824576636703	0.10004132429432266	7.907317146242601E-8	0.0042547617535965525	2.0	0.25	0.25	0.25	0.25	0.3465546725844399
283000	-4662.060061019167	-4605.561654119419	-56.498406899748375	-4605.561654119419	7.063444422736513	43.58493566376369	34.03139788018648	9.553537783577216	0	10	39	20	0	14.704670385034937	0.1406502114725444	0.027109930296301255	4.075128183600403	2.3807954813704352E-9	1.187877623244309	0.22896005082065202	1.2351908849183444E-8	0.003730938161688292	2.0	0.25	0.25	0.25	0.25	0.3465546725844399
284000	-4660.6913794741795	-4605.762578202476	-54.92880127170302	-4605.762578202476	7.237684152346715	43.129434849475004	32.580788267812004	10.548646581662993	0	8	37	22	0	14.162487660026637	0.14026959641282247	0.02554546395271581	2.8007592164627284	3.856848100715496E-9	0.8186213048742593	0.14908477367429665	2.1177870463198552E-8	0.0037781612900059025	2.0	0.25	0.25	0.25	0.25	0.3465546725844399
285000	-4662.489897991095	-4610.133818187957	-52.35607980313717	-4610.133818187957	7.856773150830347	44.25378886847194	34.17154618547277	10.082242682999183	0	8	37	22	0	19.056606530469104	0.12665604034355918	0.02162430425652673	1.1690532151896642	1.1894646874396315E-9	0.5111408582101363	0.08726836403456426	6.966831656288888E-9	0.004313805429235366	2.0	0.25	0.25	0.25	0.25	0.3465546725844399
286000	-4664.739237983847	-4610.566509395412	-54.17272858843451	-4610.566509395412	7.7292394482720175	44.66911750373546	34.61116632457729	10.057951179158167	0	9	38	21	0	13.511406846573712	0.12687930439385514	0.032456526339067954	1.0032210546550038	8.529190774529359E-10	0.7145946842404097	0.1827978274440325	3.3342378700956457E-9	0.0037357301813823987	2.0	0.25	0.25	0.25	0.25	0.19044599230063025
287000	-4665.258011643965	-4608.175281536828	-57.082730107136584	-4608.175281536828	7.316392882477162	43.2749379163567	34.91636280104975	8.358575115306962	0	12	41	18	0	16.79681118644783	0.12678070053648144	0.034241346265249085	1.4328311868504782	1.2191127067519244E-9	1.0213998991984485	0.27586302549007224	4.513840133435264E-9	0.004110726495121338	2.0	0.25	0.25	0.25	0.25	0.19044599230063025
288000	-4662.568478518655	-4606.019474296365	-56.54900422228987	-4606.019474296365	7.154200446830898	42.0801837942381	33.500353635768036	8.579830158470061	0	12	41	18	0	12.791919265674284	0.11101938724334508	0.04550285130399233	1.2238855762075076	9.799226058674068E-10	1.3267602084243986	0.5437912600585729	2.3908481365816387E-9	0.003829694930772399	2.0	0.25	0.25	0.25	0.25	0.19044599230063025
289000	-4659.667801927708	-4617.207577447308	-42.46022448039962	-4617.207577447308	7.7196785528380305	42.273099718340156	36.02019330512985	6.2529064132102805	0	11	40	19	0	10.866877747499451	0.20794129560011457	0.023127802182357594	2.033363035333917	1.6196829882669185E-9	2.076355714600212	0.23093798703567844	1.4562515555352077E-8	0.00439109180900898	2.0	0.25	0.25	0.25	0.25	0.1976703455962948
290000	-4650.903377118702	-4610.083561157652	-40.81981596104995	-4610.083561157652	7.406371299673535	40.271805004265964	34.27731141241442	5.994493591851545	0	12	41	18	0	12.741663701613374	0.20732514946575548	0.02221723520828383	2.0364396109124505	1.9420439307090377E-9	2.085677363426961	0.22350392449375203	1.8122621668657934E-8	0.004416124821832017	2.0	0.25	0.25	0.25	0.25	0.17163607380931747
291000	-4646.078347270398	-4611.843169794884	-34.235177475514746	-4611.843169794884	6.983105777375487	40.138897769660616	33.64360087986988	6.4952968897907395	0	10	39	20	0	9.550623376020598	0.19007823326700968	0.02016331584346006	2.8178275781948896	1.2252693232623488E-9	2.181723135345925	0.23143508809432398	1.1550532166935806E-8	0.004430605543522811	2.0	0.25	0.25	0.25	0.25	0.17163607380931747
292000	-4648.978562264555	-4612.362929239468	-36.61563302508729	-4612.362929239468	7.0982311352436644	40.51501907139958	32.92322975319454	7.591789318205043	0	10	39	20	0	9.48891725034901	0.19049076974938764	0.026332730057464795	3.0969117517468936	5.963720590782357E-10	1.2562862090338025	0.17366429702040329	4.31415095749391E-9	0.003781348894683225	2.0	0.25	0.25	0.25	0.25	0.16369355483000161
293000	-4656.126884206818	-4607.386785570643	-48.740098636175475	-4607.386785570643	7.07292675237804	42.50526725027322	35.18961129503725	7.315655955235981	0	11	40	19	0	10.609783589070055	0.2502271387706034	0.026503982379958	1.7614883053531052	2.843813123860086E-10	0.9708753330752121	0.10283481978567975	2.684876600732665E-9	0.003802048024060249	2.0	0.25	0.25	0.25	0.25	0.23090934171473396
294000	-4652.459176815022	-4606.334484133348	-46.1246926816742	-4606.334484133348	7.459749461839992	41.48657990913375	34.3239459194646	7.162633989669158	0	11	40	19	0	11.894612044853956	0.25047462333316106	0.02734420001735172	2.3643094689840036	1.1646744150578303E-9	1.564972678286211	0.17084735118986125	1.0668492229879206E-8	0.004323548902324994	2.0	0.25	0.25	0.25	0.25	0.23090934171473396
295000	-4656.79852381685	-4614.1668774827685	-42.63164633408216	-4614.1668774827685	6.973858833157351	39.91451124207353	32.548513350519805	7.365997891553722	0	9	38	21	0	7.4688068968424	0.22560178252904592	0.0527767898794863	0.9173436178255685	9.668463788021559E-10	0.6527407406429788	0.15270074787755467	4.132920304315458E-9	0.0043433044602877	2.0	0.25	0.25	0.25	0.25	0.23090934171473396
296000	-4652.125474283274	-4606.871176134824	-45.254298148449976	-4606.871176134824	7.208007250870161	40.99081367118544	30.877537927586275	10.11327574359917	0	8	37	22	0	8.063340172743002	0.19506425347238152	0.06539877110028192	1.1706035250480855	6.563370396196482E-10	0.8226521705574754	0.2758088170422052	1.9576498534408647E-9	0.003983492556039268	2.0	0.25	0.25	0.25	0.25	0.23090934171473396
