Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	R0.t:h3n2_2deme.1	R0.t:h3n2_2deme.2	samplingProportion.t:h3n2_2deme.1	samplingProportion.t:h3n2_2deme.2	samplingProportion.t:h3n2_2deme.3	samplingProportion.t:h3n2_2deme.4	becomeUninfectiousRate.t:h3n2_2deme.1	becomeUninfectiousRate.t:h3n2_2deme.2	rateMatrix.t:h3n2_2deme.1	rateMatrix.t:h3n2_2deme.2	geo-frequencies.t:h3n2_2deme.1	geo-frequencies.t:h3n2_2deme.2	clockRate.c:h3n2_2deme	gammaShape.s:h3n2_2deme
44000	-4823.3334889925745	-4734.581410645576	-88.75207834699779	-4734.581410645576	7.6552600486067695	47.00380585073151	1	13	41	18	0	1.0026166377309278	0.9777621412557171	0.0	4.718324817702942E-4	0.0	0.004771526251685115	43.06882951451393	43.06882951451393	0.13456062801058385	0.2535760421353982	0.366994775497795	0.6330052245022051	0.002445976216486258	4.856753546792997
45000	-4832.273146775368	-4735.612391698006	-96.6607550773628	-4735.612391698006	7.931773370299988	50.156771830173156	1	11	39	20	0	1.0075465167035615	0.9915192109100398	0.0	4.803631047915707E-4	0.0	0.0038982059494517348	46.18493915782495	46.18493915782495	0.1527826663372644	0.2407943156689052	0.31008954237926206	0.689910457620738	0.0024231387652797506	7.043214400356772
46000	-4825.223940273379	-4734.943252901891	-90.28068737148831	-4734.943252901891	7.785815419424909	47.90459221680431	0	11	40	19	0	1.0039352585754229	0.9879653980088553	0.0	4.8669945212975355E-4	0.0	0.004217964004589352	50.10282167341415	50.10282167341415	0.20185738467074565	0.27580915149775037	0.37225833496382865	0.6277416650361713	0.002337726550834956	7.043214400356772
47000	-4819.808100977152	-4729.07898768324	-90.72911329391277	-4729.07898768324	7.792610787401435	50.5152640750655	0	11	40	19	0	1.0033254745490192	0.9659778467114497	0.0	5.00875612272033E-4	0.0	0.0038993400737476268	46.803076012093584	46.803076012093584	0.16570653816349182	0.19205734562034735	0.37225833496382865	0.6277416650361713	0.0022915792933262042	8.068304912219512
48000	-4831.642108763423	-4734.490135538858	-97.1519732245645	-4734.490135538858	7.778325189630537	50.48420716093544	0	11	40	19	0	1.0089486373543362	0.9368036501374997	0.0	7.76904387484452E-4	0.0	0.005251842554907597	30.853607800908517	30.853607800908517	0.13834319661686695	0.1468633911870948	0.29332468067150813	0.7066753193284918	0.0024063192396059463	6.652236202452571
49000	-4838.881264580386	-4746.657589321327	-92.22367525905936	-4746.657589321327	7.753225863242539	47.57131987283676	0	11	40	19	0	0.9970042615857342	0.9733495527666358	0.0	3.666101509731521E-4	0.0	0.0020851374302047	65.711589149932	65.711589149932	0.13513773862494724	0.2786140114602888	0.29332468067150813	0.7066753193284918	0.002572984096909541	5.890879875431377
50000	-4842.04036095904	-4744.8526117876145	-97.18774917142571	-4744.8526117876145	7.7422434879924396	49.563136481491	3	11	38	21	1	1.006136498073165	0.9822651197740048	0.0	6.54062103432296E-4	0.0	0.003000425737820058	37.56103009601329	37.56103009601329	0.1771179697035042	0.3190616731085204	0.33895021714234086	0.661049782857659	0.0023770312811260885	4.971508076946675
51000	-4837.346405293384	-4739.565011996205	-97.78139329717975	-4739.565011996205	7.845383305373481	49.43228403401466	1	12	40	19	0	1.0098928885402925	0.9916900704803142	0.0	5.420207701522654E-4	0.0	0.002605769993674844	42.25536523096059	42.25536523096059	0.1253025771909634	0.22876520430822003	0.33895021714234086	0.661049782857659	0.0022508432329663448	8.294251286449557
52000	-4841.831872465167	-4744.597346514779	-97.23452595038836	-4744.597346514779	7.635900290076267	50.03289186331301	0	10	39	20	0	1.0049357648933985	0.9912758482945955	0.0	4.536759455443622E-4	0.0	0.002239637370451573	47.47309049925043	47.47309049925043	0.12400214638437719	0.23808495327445264	0.26243536598492223	0.7375646340150777	0.002206352701895542	8.294251286449557
53000	-4842.25522812115	-4737.936647522462	-104.3185805986876	-4737.936647522462	7.632712211024032	49.640901418738714	1	11	39	20	0	1.0020222281717122	0.9927567934010963	0.0	4.330427116071191E-4	0.0	0.001667219654436004	60.0670503067696	60.0670503067696	0.08996018032080322	0.23685970854104624	0.19873006238368063	0.8012699376163193	0.0023974567841957336	8.294251286449557
54000	-4847.583634030492	-4746.957475258323	-100.62615877216967	-4746.957475258323	7.372402950169553	48.52381135652589	1	12	40	19	0	1.0016223995295088	0.9841721832220309	0.0	3.198834592319578E-4	0.0	0.0024744118526551953	63.57218080385793	63.57218080385793	0.11134631968344837	0.15268901855452047	0.3108533163598809	0.689146683640119	0.0023074088874978846	8.294251286449557
55000	-4843.861658130128	-4744.058973264301	-99.80268486582648	-4744.058973264301	7.43082462353668	49.00118549146202	1	12	40	19	0	0.9989910887900023	0.9659984182451242	0.0	4.011543024986124E-4	0.0	0.003190007841019265	52.59235168499073	52.59235168499073	0.16883538065795103	0.4078148988632321	0.3108533163598809	0.689146683640119	0.0025921468926296018	8.294251286449557
56000	-4837.165302437414	-4734.565125954473	-102.60017648294044	-4734.565125954473	7.401274986014715	49.278694213496046	5	13	38	21	1	1.0086360031931936	0.963842784728674	0.0	4.337035831498016E-4	0.0	0.003770266459507786	42.29626241299816	42.29626241299816	0.1556213893108725	0.40941363831393307	0.2755010739411492	0.7244989260588507	0.002587372307861964	8.294251286449557
57000	-4841.036512332736	-4739.525482492364	-101.51102984037176	-4739.525482492364	7.423097988941687	49.95397785970748	4	11	37	22	1	1.0016771202322927	1.0062839149630052	0.0	6.82949277164445E-4	0.0	0.008711859584984947	33.56487053811489	33.56487053811489	0.06823968170560994	0.8756228490571405	0.2755010739411492	0.7244989260588507	0.002179583632893632	5.276046670101636
58000	-4836.410808487335	-4744.758077470727	-91.65273101660883	-4744.758077470727	7.428665556284858	47.79748878064286	3	11	38	21	1	1.0106026404729005	1.0034755789510446	0.0	6.737341582618185E-4	0.0	0.006018181389760452	40.27069895935889	40.27069895935889	0.06159455756328533	0.716983638997449	0.45519563964935306	0.5448043603506468	0.0030216478731128478	5.276046670101636
59000	-4833.406539375472	-4738.034375966197	-95.37216340927422	-4738.034375966197	7.48866914626672	48.079428814515765	3	11	38	21	1	1.0057513475342357	1.0117202704778057	0.0	7.843887721129067E-4	0.0	0.00972923514745642	35.0197697889315	35.0197697889315	0.05999401132099678	0.4605542745533481	0.2174418756954984	0.7825581243045014	0.0027139467121671183	5.276046670101636
60000	-4831.450479012209	-4743.521052789458	-87.92942622275088	-4743.521052789458	7.685054968745393	45.67991616185133	0	11	40	19	0	1.0225033220532909	1.0060694672675894	0.0	9.15273946574222E-4	0.0	0.012931791240525672	31.04942681076075	31.04942681076075	0.10030842293703639	0.6467666467691792	0.4681534749446033	0.5318465250553965	0.0027750425386811974	5.666764152100327
61000	-4830.800140790923	-4739.773037983044	-91.0271028078792	-4739.773037983044	7.6781530994682745	44.67350595848098	2	12	40	19	1	1.0035506665319316	0.9985351385139049	0.0	0.0019712282608311837	0.0	0.014167772788967394	26.158453175984867	26.158453175984867	0.2874496103406144	0.5441955358280167	0.4681534749446033	0.5318465250553965	0.002955048651981531	5.666764152100327
62000	-4829.458958669621	-4740.847534066677	-88.61142460294391	-4740.847534066677	7.308842085108994	42.63745630395523	1	13	41	18	0	1.0233660518115264	0.9728553070819068	0.0	0.0024727149786366396	0.0	0.010690255976827228	23.409320800106745	23.409320800106745	0.28679290706556776	0.410839594588042	0.4681534749446033	0.5318465250553965	0.002924875935079689	5.666764152100327
63000	-4828.3839800499545	-4746.458329327567	-81.92565072238685	-4746.458329327567	7.2610454396625	40.87396335273914	2	13	40	19	0	0.9983555739534395	0.9848714230517237	0.0	0.0025051139899712814	0.0	0.015607396646023734	25.79994548960602	25.79994548960602	0.14586941330428713	0.3029724215168494	0.4681534749446033	0.5318465250553965	0.00340255907097664	5.947137963574988
