Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	R0.t:h3n2_2deme.1	R0.t:h3n2_2deme.2	samplingProportion.t:h3n2_2deme.1	samplingProportion.t:h3n2_2deme.2	samplingProportion.t:h3n2_2deme.3	samplingProportion.t:h3n2_2deme.4	becomeUninfectiousRate.t:h3n2_2deme.1	becomeUninfectiousRate.t:h3n2_2deme.2	rateMatrix.t:h3n2_2deme.1	rateMatrix.t:h3n2_2deme.2	geo-frequencies.t:h3n2_2deme.1	geo-frequencies.t:h3n2_2deme.2	clockRate.c:h3n2_2deme	gammaShape.s:h3n2_2deme
64000	-4818.795810341648	-4735.917029542024	-82.87878079962395	-4735.917029542024	7.089985660611075	40.75329427906251	1	12	40	19	0	1.0123200118896793	0.9464115542136432	0.0	0.0018225401359649978	0.0	0.007893478958125201	31.797901697905015	31.797901697905015	0.32259112420024477	0.3834636479273028	0.5817934947901214	0.4182065052098784	0.002883031429144715	8.66548439535611
65000	-4824.9232661359765	-4736.505792258571	-88.41747387740553	-4736.505792258571	7.147946420190792	41.64058384852799	0	13	42	17	0	1.009403769082976	0.9479504207582733	0.0	0.0025739028009986436	0.0	0.010899871060991564	30.06429755474128	30.06429755474128	0.2849760606874355	0.1640434065058684	0.5817934947901214	0.4182065052098784	0.0027941895751967135	8.66548439535611
66000	-4818.887182538137	-4737.7585606795965	-81.12862185854023	-4737.7585606795965	6.804716511388984	39.330734456402844	0	13	42	17	0	1.0199820689729941	0.9576190822903845	0.0	0.0030767499320391496	0.0	0.01227779637544821	24.17456926601866	24.17456926601866	0.28388869112293486	0.2174527433745291	0.5817934947901214	0.4182065052098784	0.002993892288360354	8.66548439535611
67000	-4827.128894025191	-4742.356874120603	-84.77201990458768	-4742.356874120603	6.785792638131268	39.43058532102647	0	11	40	19	0	1.0087865329164243	0.9514861066407063	0.0	0.002000565771281059	0.0	0.010238866167863408	27.555400211876705	27.555400211876705	0.3989190573437513	0.4033622451687313	0.867349587330118	0.1326504126698818	0.003275204536223915	8.66548439535611
68000	-4813.453613764568	-4737.891123758686	-75.56249000588203	-4737.891123758686	7.275004156084042	38.074907314022326	0	11	40	19	0	1.0245165199323456	0.9792672357012437	0.0	0.001483812968482813	0.0	0.0047422444338904935	35.14838822085441	35.14838822085441	0.3881962761438261	0.19551179823252693	0.867349587330118	0.1326504126698818	0.003596591651683948	8.66548439535611
69000	-4809.929275326504	-4733.279361296357	-76.64991403014673	-4733.279361296357	6.818679337661707	39.43065999973904	0	11	40	19	0	1.0290492656352797	0.9498983835194279	0.0	8.719554987376717E-4	0.0	0.006200639022160923	36.80648767359664	36.80648767359664	0.36311758943480216	0.13917260304112197	0.7509745211150756	0.2490254788849243	0.0030004082574977653	4.511896887144391
70000	-4805.042298187314	-4731.404834929571	-73.63746325774387	-4731.404834929571	6.7750232245731015	37.81489966699476	0	10	39	20	0	1.0018805454697286	0.9248214665090299	0.0	0.001365349144371092	0.0	0.009620940936903785	31.298593798345046	31.298593798345046	0.36575570135750274	0.1925119900185178	0.7509745211150756	0.2490254788849243	0.003049111723828073	8.185676594526221
71000	-4799.468010004733	-4726.04908785931	-73.41892214542288	-4726.04908785931	6.724334208834302	36.920074309907434	0	10	39	20	0	1.0111907624442755	0.9977547879962236	0.0	0.0012771308656160261	0.0	0.007112468749650693	36.62877397678504	36.62877397678504	0.3563704136760586	0.318207411053948	0.6066795137261626	0.39332048627383726	0.0029927395781007026	8.185676594526221
72000	-4795.326947662506	-4724.399795549565	-70.92715211294151	-4724.399795549565	6.6175919084477135	35.801796916822504	1	12	40	19	0	1.0106760560495796	0.9721922990242319	0.0	9.94367632250568E-4	0.0	0.005480177094173509	55.697821106151125	55.697821106151125	0.2906859405773358	0.2304127887841139	0.9307816230380758	0.06921837696192404	0.003345491836336997	8.185676594526221
73000	-4789.720069638895	-4731.853647571906	-57.86642206698953	-4731.853647571906	6.5727532478760216	34.664799668158466	0	10	39	20	0	1.0107046473188177	0.9645624916107859	0.0	7.71604758545582E-4	0.0	0.004999399150150965	47.38736524187775	47.38736524187775	0.2274460862579181	0.23495214574000303	0.9307816230380758	0.06921837696192404	0.003713765951168653	8.185676594526221
74000	-4802.052348164944	-4732.515305767979	-69.5370423969652	-4732.515305767979	6.579549342377178	35.56526518788334	0	10	39	20	0	1.0179827471071716	0.9108790371108999	0.0	0.0013866710420108008	0.0	0.007404748447137722	35.7790339012761	35.7790339012761	0.33949417892185707	0.17939598923074712	0.9731866496422837	0.026813350357716023	0.0034226434822310007	8.185676594526221
75000	-4801.1962342650095	-4745.627700304162	-55.56853396084736	-4745.627700304162	6.514886090324111	34.265716525691936	0	10	39	20	0	1.0227261280985291	0.9792778564999418	0.0	0.002691833057740958	0.0	0.022924658980159444	22.887994239151688	22.887994239151688	0.126489233715201	0.10577223955536247	0.9731866496422837	0.026813350357716023	0.0034885651429027035	3.9914614534457313
76000	-4795.751259445712	-4737.100515536678	-58.65074390903351	-4737.100515536678	6.622754457874024	35.98434112207424	0	11	40	19	0	1.0046919596676578	0.9116317978860475	0.0	0.0017676229079289162	0.0	0.018105357546309774	32.40868765735923	32.40868765735923	0.17209650169014967	0.5481660351109421	0.6154922821329336	0.3845077178670661	0.0031945380499277098	3.9914614534457313
77000	-4810.306662864309	-4745.212378250191	-65.09428461411785	-4745.212378250191	6.534696246884536	35.30842992226138	1	11	39	20	0	1.0126413900171343	0.9986833839696746	0.0	0.001808025436998924	0.0	0.01959229805609917	28.118961308905728	28.118961308905728	0.13048773140914327	1.4457855560905775	0.6154922821329336	0.3845077178670661	0.004137073572675132	6.080968614571505
78000	-4805.63543500198	-4737.04587320351	-68.58956179847017	-4737.04587320351	6.389706142434877	34.90701602867511	2	12	39	20	0	1.0043281334826852	1.0287457638225501	0.0	0.0010686415758362317	0.0	0.010582238713752598	41.372268971773124	41.372268971773124	0.23205915816579936	1.5253588350280871	0.6154922821329336	0.3845077178670661	0.003870675300204869	6.080968614571505
79000	-4802.396987202179	-4737.909105197676	-64.48788200450359	-4737.909105197676	6.59779910411592	34.89739667529142	6	14	38	21	1	1.006045661404445	0.9754920912924884	0.0	3.468959000703062E-4	0.0	0.004671365688756261	79.3596999222428	79.3596999222428	0.2197114832205752	0.8446737830122496	0.09416023144975438	0.9058397685502453	0.003325361592870416	6.080968614571505
80000	-4806.471961612074	-4737.03575749126	-69.43620412081462	-4737.03575749126	6.677474741062194	37.177430909806475	1	10	38	21	0	1.0073847374517972	0.9641922502528982	0.0	3.0536401465933166E-4	0.0	0.002236293933519457	61.212404419709664	61.212404419709664	0.2200163782721099	1.0394879051544594	0.09416023144975438	0.9058397685502453	0.0031393377955982803	4.436466835990284
81000	-4799.079520331887	-4736.976758268766	-62.102762063119854	-4736.976758268766	6.947716091766749	36.63989483590223	2	10	37	22	0	0.9984688424083725	0.9890753256827082	0.0	5.187249770950892E-4	0.0	0.005204277324052029	54.171684507103734	54.171684507103734	0.14255353997853804	1.049262426161494	0.1985408761524177	0.801459123847582	0.00299954101715894	3.7559795145907855
82000	-4811.953775951098	-4740.786135307025	-71.16764064407326	-4740.786135307025	6.885407464167364	37.01826844409963	4	13	38	21	0	0.9912836457924866	0.9936299108530088	0.0	4.987364776093393E-4	0.0	0.006445612469767827	51.63723854577125	51.63723854577125	0.14818186623853302	1.5456234345469824	0.1985408761524177	0.801459123847582	0.002812400650425069	3.7559795145907855
83000	-4801.563044396059	-4734.925768301334	-66.63727609472542	-4734.925768301334	6.727689562979707	37.1944706231586	6	14	38	21	1	1.0035534701863602	0.9797685675877077	0.0	9.840609353253898E-4	0.0	0.011031135397370278	42.70440349891364	42.70440349891364	0.2495583445550402	1.7160414454508224	0.1985408761524177	0.801459123847582	0.003077312006880181	3.7559795145907855
84000	-4809.143668043201	-4746.115544817779	-63.02812322542204	-4746.115544817779	6.735268012358145	37.0175016315319	0	11	40	19	0	0.9985910615263519	0.9628221225992439	0.0	8.489924307598864E-4	0.0	0.008503601527044121	45.79940434959189	45.79940434959189	0.11092889295948768	0.5293612854162931	0.1985408761524177	0.801459123847582	0.003432851736983769	3.7559795145907855
85000	-4807.871762648046	-4737.034658151403	-70.83710449664224	-4737.034658151403	6.761077159068547	37.620373713924735	1	11	39	20	0	1.0020694624215758	0.9920835311734	0.0	7.293115865892026E-4	0.0	0.012942072678371948	41.25671573181612	41.25671573181612	0.14767081395163512	0.5376735660998712	0.1985408761524177	0.801459123847582	0.003523051884383508	3.7559795145907855
86000	-4799.78528571207	-4741.08818999857	-58.69709571350018	-4741.08818999857	6.731416791265532	35.982861050658485	3	12	39	20	1	1.0152675787608847	0.9324425470891643	0.0	0.0011707751512524973	0.0	0.023512001218549516	33.965522656574514	33.965522656574514	0.14757834856286445	0.1893428637568286	0.1985408761524177	0.801459123847582	0.0031135145220141207	6.879442265190251
87000	-4800.7948303271705	-4740.071563331412	-60.723266995758316	-4740.071563331412	6.614814263570995	36.254063500341836	1	12	40	19	0	1.0059163735634429	0.9113010359358646	0.0	0.001274228958573734	0.0	0.028999824536447942	32.480229051696014	32.480229051696014	0.10019477417391678	0.48196155676524055	0.1985408761524177	0.801459123847582	0.003334818525779795	6.44469718470907
88000	-4806.963941823763	-4735.177085152845	-71.78685667091739	-4735.177085152845	6.626677008773271	36.686775331247816	3	14	40	19	0	1.004795809177202	0.9483010066885609	0.0	0.001150801275765485	0.0	0.014342285649717365	33.30432296646054	33.30432296646054	0.12159847278444606	1.5375287867464116	0.7362347912337536	0.2637652087662461	0.003221283250280414	6.44469718470907
89000	-4807.393262724496	-4730.544077974389	-76.84918475010653	-4730.544077974389	6.7976356083855665	38.74034749197569	1	14	42	17	0	0.9994523804537719	0.9250149991018135	0.0	0.0016905774130824911	0.0	0.020466081865475525	29.70205182841546	29.70205182841546	0.30143464116895446	1.1696142610883904	0.9334703835076564	0.06652961649234324	0.0031397525064406043	6.44469718470907
90000	-4806.827071893202	-4733.647810402824	-73.17926149037831	-4733.647810402824	6.885881098042941	38.47813132958196	2	13	40	19	0	1.0340135848110035	0.8831007739105663	0.0	0.002646588375327491	0.0	0.036837907566960135	25.788810111437975	25.788810111437975	0.2933489142519794	0.5374638217442811	0.9334703835076564	0.06652961649234324	0.002896988341847719	5.156218107518672
91000	-4807.60413814282	-4739.166702139035	-68.4374360037852	-4739.166702139035	6.995797143096792	38.882844008676734	1	12	40	19	0	1.003551903917566	0.8845659646593691	0.0	0.0023338458982925256	0.0	0.02699227505484679	25.045255125126058	25.045255125126058	0.316287565017274	0.5685558307567253	0.9334703835076564	0.06652961649234324	0.0029696269521861693	5.156218107518672
92000	-4802.869686736084	-4738.417474410167	-64.45221232591706	-4738.417474410167	6.985471806447078	39.077387586527514	1	12	40	19	0	1.0057256005234314	0.9709518600683595	0.0	0.0012880777185511653	0.0	0.016453436463662534	35.14067880735138	35.14067880735138	0.10210131447095883	0.9918213249916792	0.9334703835076564	0.06652961649234324	0.0028238271115026796	4.783566701630039
93000	-4797.2427443167935	-4732.363599846099	-64.87914447069498	-4732.363599846099	6.912615572708552	38.1955890808547	0	11	40	19	0	1.0015913429217285	0.9680799947267469	0.0	7.398854536364783E-4	0.0	0.009841208168597446	39.257429469929605	39.257429469929605	0.10282251787058606	0.4984592169957216	0.9334703835076564	0.06652961649234324	0.003208115766647333	7.625402217766017
94000	-4802.958578690544	-4738.062860695255	-64.89571799528893	-4738.062860695255	7.011957572594568	38.52898994465029	0	11	40	19	0	1.0188462527593962	0.9525137149941432	0.0	9.25900383113997E-4	0.0	0.009853680274416639	39.05253255886196	39.05253255886196	0.14370072010012033	0.4060996546291281	0.9334703835076564	0.06652961649234324	0.0028568891622160956	7.625402217766017
95000	-4797.946391852292	-4727.797184762816	-70.14920708947636	-4727.797184762816	6.911753664165452	38.90788273355726	0	11	40	19	0	1.027201872219852	0.9841645771986668	0.0	0.001389224965810136	0.0	0.01769776701918764	26.18765807326547	26.18765807326547	0.10753148864716437	0.26564764221613474	0.7371642071322471	0.2628357928677526	0.002993743905173164	7.625402217766017
96000	-4802.299629425141	-4725.421405318838	-76.87822410630262	-4725.421405318838	6.978939502829943	38.59845536139266	1	12	40	19	0	1.0220525276378563	0.9696269180279873	0.0	0.0018238330761744075	0.0	0.015308048927438608	26.662526921739587	26.662526921739587	0.14293295843722043	0.16470684487781118	0.7142187986243638	0.28578120137563595	0.0031986581516716605	9.86529328373444
97000	-4799.9287613983215	-4721.581849598105	-78.34691180021667	-4721.581849598105	6.777442341794594	37.9514041857903	1	12	40	19	0	1.0058322194687572	1.0038729589297002	0.0	8.728394718234478E-4	0.0	0.005646865555357957	40.0410717437537	40.0410717437537	0.24960361714277177	0.16360116228259916	0.7142187986243638	0.28578120137563595	0.0032455556721415627	9.86529328373444
98000	-4805.606858109837	-4732.97567734234	-72.63118076749744	-4732.97567734234	6.567377651982578	37.83595179771919	1	12	40	19	0	1.0073008892886304	1.008848556706221	0.0	7.230233564339148E-4	0.0	0.005783922177338613	48.06869628095036	48.06869628095036	0.21239834361125925	0.3534072632996389	0.6554788845338642	0.34452111546613556	0.00318443211704818	6.890779586024913
99000	-4808.970267399407	-4741.249647238116	-67.72062016129063	-4741.249647238116	6.482704457360282	36.38457519838306	0	10	39	20	0	0.9990518998861599	0.9460821646926625	0.0	0.002591619187203504	0.0	0.017858528422038715	25.27235723454465	25.27235723454465	0.2540542790141102	0.7802225938824722	0.6554788845338642	0.34452111546613556	0.003177382210597252	6.890779586024913
100000	-4811.509269103566	-4746.595123589039	-64.91414551452752	-4746.595123589039	6.55195709231058	36.036430060115045	0	12	41	18	0	1.0079948494572997	0.9712168959903051	0.0	0.0011677983020120413	0.0	0.008030588674814248	40.47979575664418	40.47979575664418	0.2564915330587932	0.26240588604347614	0.6764532243767377	0.323546775623262	0.0032508159137079173	6.890779586024913
