#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:NorthAm" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:NorthAm" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:NorthAm" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.NorthAm" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:NorthAm" name="distribution" x="@birthRate.t:NorthAm">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:NorthAm" name="distribution">
#            <parameter id="ucldStdev.c:NorthAm" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.base.inference.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@NorthAm" id="treeLikelihood.NorthAm" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:NorthAm">
#            <siteModel id="SiteModel.s:NorthAm" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:NorthAm" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:NorthAm" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:NorthAm" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:NorthAm" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:NorthAm" spec="beast.base.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:NorthAm">
#                <LogNormal S="@ucldStdev.c:NorthAm" id="LogNormalDistributionModel.c:NorthAm" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="198" id="rateCategories.c:NorthAm" spec="beast.base.inference.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:NorthAm" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
232000	-25767.769733497207	-26384.820129380067	617.0503958828593	-26384.820129380067	0.002589453247890532	0.06974452232566841	619.3691043237675	1505.9184863322387	0.9101308958930163	0.8989172180781717	0.9022959599685367	0.9668499908326418
233000	-25758.951160979595	-26375.821446242324	616.8702852627284	-26375.821446242324	0.002397991571631484	0.06994811897747008	619.2526504931984	1402.0929296722254	0.930541832266883	0.9237501210015672	0.8981775376518245	0.9794254087634944
234000	-25737.805525141965	-26366.67573224201	628.8702071000447	-26366.67573224201	0.0023633339621051234	0.06203775828090089	630.9181166033484	1704.552177897049	0.8241591521083149	0.9784392165658554	0.6952534171592889	0.8327657864107167
235000	-25741.894947032895	-26363.4527431954	621.5577961625074	-26363.4527431954	0.0027170802671903577	0.0670244975868744	623.4759491599416	1495.843879824249	0.7835005509708683	0.9587198095569784	0.6684968098706837	0.8291279316903147
236000	-25740.150312341473	-26364.325924107216	624.1756117657424	-26364.325924107216	0.00216256556573243	0.06536069836809276	625.955323495503	1486.6757575745166	0.7405441002349806	1.019617014072469	0.6502935568743775	0.7980697866422247
237000	-25756.354979597214	-26382.087877326794	625.7328977295797	-26382.087877326794	0.00192595195015174	0.06419212352084848	627.083293225576	1369.0693978887302	0.6105322903727393	0.9987126538144299	0.4382017447166483	0.6516633471351745
238000	-25752.901755545172	-26379.648083966676	626.7463284215031	-26379.648083966676	0.0021996075130746168	0.0638401487659018	628.243472919082	1605.052263638026	0.6543807178181221	1.01884723771254	0.5275973584324065	0.702963016487658
239000	-25759.72441091333	-26391.97218357233	632.2477726589964	-26391.97218357233	0.0018200461968706718	0.060331995609327164	633.8278462304089	1579.814078121249	0.6794430426550635	0.9951265984969039	0.574142747151531	0.739878207877672
240000	-25780.266125412905	-26398.306761597003	618.0406361840992	-26398.306761597003	0.002261155301934773	0.06953869135169208	619.7900626819757	1379.7361978425504	0.7312087448447177	1.0108486423755052	0.7419574316655767	0.8291613641065454
241000	-25751.18459829845	-26379.910902754098	628.7263044556478	-26379.910902754098	0.001585289959347741	0.060290843531449326	629.9612125101957	1218.1849311112803	0.5765094473877787	1.043811030503664	0.4524855749933726	0.6501995252317296
242000	-25747.000545816165	-26378.56222606082	631.5616802446568	-26378.56222606082	0.0016451062515966154	0.060673102317455506	633.0268459293417	1505.3127701150772	0.6447695924546263	1.0402829586780018	0.5379483828927691	0.7065279286727035
243000	-25746.732211670795	-26372.863875975472	626.131664304678	-26372.863875975472	0.0018976431912862645	0.06406416713052147	627.3111326948031	1728.4810122715444	0.5603392057501893	1.0316249456917634	0.384766961504927	0.6111777122390553
244000	-25752.49454182112	-26380.787902075474	628.2933602543511	-26380.787902075474	0.0017253885642943688	0.06275868865269817	629.9161282149947	1640.9636567051346	0.6924212047179461	1.0180925434659298	0.5136732120266028	0.7111188761392883
245000	-25750.33831305662	-26378.764373378734	628.4260603221109	-26378.764373378734	0.001465191369664071	0.061825353108974	629.7683550354641	1321.867647584258	0.6081313963358794	1.0442359702648427	0.40817608556340185	0.6363826178558255
246000	-25752.912779083486	-26381.05870427521	628.1459251917207	-26381.05870427521	0.0018255903629590328	0.06142676460166755	629.9326020421686	1296.3303252066262	0.7426942995458969	1.042061846504631	0.6489363542103945	0.7950369267101047
247000	-25738.5906523429	-26362.812374611312	624.2217222684114	-26362.812374611312	0.0016102147860912516	0.06501735257832075	625.9415953793585	1689.2178826183058	0.722121194928091	1.0268049998355346	0.6448477830924437	0.8075068455940725
248000	-25744.776874265135	-26369.759575855314	624.9827015901793	-26369.759575855314	0.0024497907836433866	0.06442610693399606	626.6393581110109	1734.844208652241	0.7027578554556493	1.0298069429150503	0.5936754012185923	0.7788161932141168
249000	-25744.641702142057	-26371.871935102234	627.2302329601761	-26371.871935102234	0.0017902774293623316	0.06325238905386252	628.8772716327966	1698.7260834404917	0.6998211010991743	1.0261237563506211	0.6564437692147717	0.8037122003912743
250000	-25749.7848569399	-26378.289684306706	628.5048273668064	-26378.289684306706	0.0017301615082704318	0.06266644797788651	629.995603375127	1496.0409946952382	0.6524642787970866	1.0598955715524765	0.6167115265204994	0.7572671345167
251000	-25753.317078122025	-26379.51265763626	626.1955795142345	-26379.51265763626	0.0017139963076634064	0.06422787376115083	627.6491605601366	1592.9486626934004	0.6412953862974234	1.043908981799761	0.6557021352941953	0.7473146707696007
252000	-25745.33269645661	-26374.24559020422	628.9128937476098	-26374.24559020422	0.0017031480562695613	0.06241639358126563	630.5323510910404	1599.1446948976434	0.6914130640590407	1.0137158289589263	0.7071449766264778	0.8018578053455027
253000	-25754.889820580953	-26377.533867925893	622.6440473449418	-26377.533867925893	0.002092700262090924	0.06658619582983155	624.1303820125112	1475.20319763942	0.6511284738747706	0.9978157956676391	0.6255473564285259	0.7751247574544987
254000	-25751.828289406083	-26377.369217837113	625.5409284310293	-26377.369217837113	0.0018983922326010721	0.06383248937105537	626.9693552806965	1820.857201693539	0.6337656696257092	1.0262240218237093	0.6688208042606677	0.7873113131694689
255000	-25740.708192657457	-26372.20888174726	631.5006890898054	-26372.20888174726	0.0017902253561096729	0.06087070202069459	632.7344919127212	1752.6519862036998	0.5761860258411112	1.0536341644395424	0.5668210740439593	0.7113257374893891
256000	-25732.730320457656	-26363.7060970695	630.9757766118431	-26363.7060970695	0.001787398997151542	0.06109170413169858	632.4289036874762	1512.4327236622896	0.6411593238467372	1.078793711232917	0.6802747549780368	0.781012952539584
257000	-25744.596868668486	-26375.684609782416	631.0877411139313	-26375.684609782416	0.001741225368984913	0.060675792029476906	632.6300089256305	1444.481812969891	0.6679932566518126	1.082984030535025	0.7017523038038319	0.7711034098573245
258000	-25742.634336358853	-26381.587732352767	638.9533959939137	-26381.587732352767	0.0017541660662924487	0.056375301340569645	640.5555380633746	1816.896295734842	0.6861451293838984	1.1507691122017154	0.7503874457061357	0.7751016595849995
259000	-25743.4683849256	-26381.00406724342	637.5356823178191	-26381.00406724342	0.002060218319446536	0.0564304212473237	639.4999008534023	1514.7856641831413	0.7978925505466098	1.1422497944659398	0.9428047792635634	0.8876826482925053
260000	-25746.240608614073	-26378.075556063715	631.8349474496442	-26378.075556063715	0.0017395012075910054	0.059878337784945175	633.7059977174653	1891.7049025272324	0.768834456727963	1.1549612540211058	1.040407171907631	0.8860938986094304
261000	-25722.85683514505	-26362.781400345495	639.9245652004471	-26362.781400345495	0.001663437790002786	0.05545212726990394	641.8810667194264	1635.961425361146	0.795478252676825	1.1560688699491621	0.9480970445233954	0.8555352900534869
262000	-25699.71687327273	-26336.925501042733	637.2086277700051	-26336.925501042733	0.0012992885959830407	0.05598129050566472	639.1318630468734	2165.5878560301194	0.7850860322981664	1.1446179528793665	0.783296004558723	0.8052241625248102
263000	-25693.78963504469	-26330.924215419793	637.1345803751045	-26330.924215419793	0.001251716643962761	0.05710773412390496	638.9326467832681	1581.8196265492961	0.7462129315295262	1.1419986890181884	0.6985008431311123	0.7755689196884994
264000	-25700.94485862557	-26335.17356156381	634.2287029382372	-26335.17356156381	0.001356340508705968	0.05893279278061637	636.2199222710366	1688.6491516837596	0.8063502021070704	1.1458642062537605	0.8054275284352349	0.8239280026306804
265000	-25694.12909822271	-26335.904408574115	641.7753103514032	-26335.904408574115	0.0013411192840053294	0.054473308216421094	643.857033275406	1920.7467003043441	0.8348139603597409	1.139201472865267	0.8774679255811068	0.850682835766506
266000	-25704.877570442095	-26341.97901773072	637.1014472886246	-26341.97901773072	0.0012715535300867492	0.057073392304093966	639.376987375198	1701.5725491908047	0.896331250621609	1.118883292843514	1.0031868100617702	0.8992981213115371
267000	-25702.366354099395	-26342.945948520246	640.579594420852	-26342.945948520246	0.0012154787960787362	0.05492681372321758	642.9247057332492	1673.5352136930735	0.9185879009531174	1.1830678173417257	0.9811565145975278	0.8790558337602867
268000	-25689.29608908659	-26333.31769999102	644.0216109044298	-26333.31769999102	0.0011829353824429668	0.05320689944722152	646.0544290411622	1722.8860483590524	0.819411545823264	1.1852213818925723	0.8602212780063452	0.8295516707437652
269000	-25701.3844884656	-26340.38279430019	638.9983058345902	-26340.38279430019	0.0013313120086779027	0.056029929999475085	641.087789274341	1676.5244581247996	0.8372627065065231	1.1455831566589738	0.924457410503329	0.8713076980114287
270000	-25694.485778637107	-26329.032237105337	634.5464584682303	-26329.032237105337	0.001652824825859999	0.058508654687103714	636.8287056016464	1614.3756361424164	0.8984730348011761	1.1123209370226605	1.08576961262942	0.9506372516369911
271000	-25693.359113590846	-26333.04025670878	639.681143117933	-26333.04025670878	0.0013816342049812864	0.0554042191561126	641.9398633102192	1632.1821330070811	0.8909637931050038	1.1311499107055614	1.0220279424794951	0.9398693383876294
272000	-25699.691750227907	-26331.56656410283	631.8748138749235	-26331.56656410283	0.0016197625027398637	0.060101210107976887	633.8371511374864	1807.538844473646	0.797303865275308	1.074312198397259	0.7422325088704766	0.8125771601043865
273000	-25705.149182062476	-26328.29989899733	623.1507169348552	-26328.29989899733	0.0022318719026077076	0.06577868609550143	625.3135265312147	1469.647784002887	0.8604606257809521	1.0142567469577823	0.9171825727065935	0.9126602664570796
274000	-25698.185666232042	-26327.771246452816	629.5855802207726	-26327.771246452816	0.001701802274131557	0.06161795305414171	631.8061274420054	1592.032485107134	0.8788021075379582	1.081801624471674	0.8304687517033225	0.8350739939667896
275000	-25692.052801019297	-26325.77171389733	633.7189128780332	-26325.77171389733	0.0015357339276559348	0.058847211527858094	635.6736165677767	1889.0752749728015	0.7949159851764959	1.0763323364664856	0.7668938358085324	0.7965324160687619
276000	-25687.45222409266	-26319.999424136477	632.5472000438169	-26319.999424136477	0.0015485932152328342	0.05989303725709415	634.5531787829775	1714.967654270695	0.81098013732089	1.0730273872475258	0.7975934779242891	0.8242935377136505
277000	-25695.91685182542	-26326.95104439047	631.0341925650494	-26326.95104439047	0.0019392132913904386	0.060594706145519234	633.0451270721194	1487.3978328747214	0.8125357905267105	1.0650102181163819	0.935775413132134	0.8709490469306486
278000	-25714.146443863723	-26339.318466180837	625.172022317114	-26339.318466180837	0.0021196165482490407	0.06376752873888045	627.0967309126304	1819.8882644673897	0.7855457623337959	1.0801395420688513	0.8115862487703255	0.8300142606641921
279000	-25703.87384801209	-26329.03672443495	625.1628764228628	-26329.03672443495	0.002086260324358778	0.0646391650142653	627.0708484274131	1526.4326415013259	0.7803262314555361	1.0728396449586763	0.7053440519581086	0.8074851283664102
280000	-25697.861156798997	-26334.43007153968	636.5689147406804	-26334.43007153968	0.001480511451792786	0.057200737444794474	638.9917004253203	1838.0722213031213	0.943539479771373	1.073556333749486	0.9661136525156719	0.9487529607090094
281000	-25694.221600517223	-26329.171683375527	634.9500828583039	-26329.171683375527	0.0016548989952500858	0.058385046405079286	636.9990301911581	1789.627519221105	0.824485821184773	1.0524110164801788	0.7485241161059786	0.8336459277589922
282000	-25699.636675151953	-26328.02192512716	628.3852499752055	-26328.02192512716	0.0021384654481438167	0.06253671965226541	630.3203194468681	1618.6836574619538	0.7887801273179815	1.0628377159435294	0.6655296861383568	0.7654644185090234
283000	-25695.961569702173	-26321.257765614166	625.2961959119934	-26321.257765614166	0.001825089991556138	0.06440221680383304	627.2212884294116	1438.4129685164785	0.7856655682840377	1.0315321829161948	0.6354172879998913	0.7664098137312939
284000	-25693.288955139127	-26324.4304354824	631.1414803432734	-26324.4304354824	0.0019761436193774466	0.06066027402453404	633.0278618083054	1501.7836987436365	0.7736024119596954	0.9983243614842386	0.5718756939928292	0.7584650138871798
285000	-25697.885236750215	-26324.720010374207	626.834773623991	-26324.720010374207	0.0016541064604115923	0.0633937616064774	628.8944047665468	1634.0107021685578	0.8278499964047074	1.0168599341599964	0.6615046344801605	0.8177837696372385
286000	-25695.89048852111	-26324.003338975905	628.1128504547976	-26324.003338975905	0.0018356395526028552	0.06265233324409394	630.1206583210263	1626.3375803367092	0.8115542524008686	1.0181583364136102	0.6353047796759839	0.8039753408360855
287000	-25710.823807504876	-26332.32596068408	621.5021531792042	-26332.32596068408	0.0018154525842129009	0.06706403985578299	623.419346937384	1492.7039038869436	0.783201370047669	1.0180302798911423	0.5675203506158493	0.7594455705976787
288000	-25727.239695902637	-26352.404148675287	625.1644527726497	-26352.404148675287	0.0018770684257380552	0.0644898685810823	626.7939401685638	1695.6721859812212	0.6944683034449348	0.9903130036160732	0.4857380621610416	0.7016102286806767
289000	-25727.09259588917	-26341.124170514464	614.0315746252912	-26341.124170514464	0.002056522472530295	0.07141989936452384	615.9284100733346	1619.9334807457312	0.7768566957143193	0.9694829822881652	0.6830810446941894	0.849844047752762
290000	-25699.894305376027	-26319.981378590368	620.0870732143424	-26319.981378590368	0.001986627936868404	0.06803842489879444	621.6180552332756	1586.1908371353368	0.6645831161776531	0.9849635536630369	0.47765286677312574	0.708674522235218
291000	-25704.660860757882	-26338.74526452872	634.0844037708358	-26338.74526452872	0.001564409400390103	0.05902374860460473	635.8826825382084	1576.5892923921995	0.7462785668414935	1.0106459698627448	0.5723015767679911	0.7739705763741536
292000	-25713.591650833725	-26333.75797205186	620.1663212181329	-26333.75797205186	0.0016468984302635097	0.06791577884209356	621.7766378108755	1330.6360259161743	0.6886310948996149	1.0097817602013845	0.4920912274917363	0.6989874383436048
293000	-25727.663759116258	-26351.863871004	624.2001118877411	-26351.863871004	0.0018551956321259228	0.0655225521568097	625.4115700075165	1393.3978297874205	0.5696564887288579	1.0454772461545359	0.3629212576516535	0.5859685425532587
294000	-25720.778377211023	-26353.717824522304	632.9394473112804	-26353.717824522304	0.0014784041977872673	0.060197822465101865	634.0962633539024	1609.8465669547618	0.5537637604432327	1.0544243578929904	0.36785256294506496	0.5752192416119126
295000	-25706.313087544804	-26334.673365807026	628.3602782622219	-26334.673365807026	0.0015191047539122528	0.06269847860436323	629.8671546172761	1475.5665514609225	0.657311575046418	1.069537026529	0.5525330019865972	0.7041550416826926
296000	-25712.17625351833	-26344.483776531615	632.3075230132868	-26344.483776531615	0.0015803756322765295	0.05997938406445365	633.998472468039	1493.309324773777	0.7132489123917417	1.056099589084513	0.6214681633410095	0.7574143448755986
297000	-25718.85148901951	-26342.551292638305	623.6998036187937	-26342.551292638305	0.0016634729412523413	0.06577949364178005	624.8393200422574	1661.5296939930852	0.5487547080219156	1.0265198187218056	0.36945376865391805	0.5876077354472895
298000	-25712.422804577298	-26342.728148305803	630.3053437285038	-26342.728148305803	0.0015507718399826228	0.06176420896841958	631.4003191571687	1700.1401944509896	0.5359092567991568	1.0333846111512406	0.32781257708786804	0.5644385999572545
299000	-25710.427684382248	-26336.14059777708	625.7129133948322	-26336.14059777708	0.0017344895574621167	0.06472452190594159	626.8966343106139	1484.3429744130704	0.5615756831083414	0.977551944027226	0.3626231211162729	0.6036836468472065
300000	-25720.831629320845	-26343.762832663622	622.9312033427784	-26343.762832663622	0.0017589104596861683	0.06631522075864339	624.4546037176883	1554.6517076822615	0.6622942815847692	1.0023844834324278	0.4864337174089608	0.6955357598206044
301000	-25699.944786950517	-26335.327202703185	635.3824157526673	-26335.327202703185	0.0015982504205390782	0.05855521486731805	636.8518683086407	1708.9586380920057	0.6460562346818415	1.0152339976805813	0.47956740833475336	0.6992141197652937
302000	-25724.702659181596	-26348.90374936439	624.2010901827932	-26348.90374936439	0.0020338323597161	0.06384552567363631	625.8763183142067	1919.0414485379272	0.7084355326142778	0.9871654486172308	0.6342492782964946	0.8048015858833305
303000	-25715.836679952055	-26335.873015397563	620.0363354455073	-26335.873015397563	0.0021796740558251227	0.06769338888827556	621.6186113906748	1666.4957651291043	0.6801112857466602	1.0007355259790933	0.5625392556235669	0.7296337476997007
304000	-25722.839686397125	-26342.070652619866	619.2309662227428	-26342.070652619866	0.0019044366546041272	0.0682980632766351	620.824454271501	1273.4081573939065	0.6835153440284538	1.0083767089117934	0.5950469820740402	0.7290506881289549
305000	-25709.5642562838	-26337.77267375419	628.2084174703875	-26337.77267375419	0.0017336387151500952	0.06287935746642921	629.803518223625	1569.2273937120772	0.684005256459296	1.014872935746572	0.5918562704008369	0.7387426344089085
306000	-25703.935957696758	-26329.898193960507	625.9622362637481	-26329.898193960507	0.0016740671920315647	0.06432482840782155	627.3344527451828	1643.8536103101058	0.6170100317156599	0.9809145616281044	0.4653632098857653	0.6860363204826649
307000	-25691.633123827185	-26318.334585612112	626.7014617849259	-26318.334585612112	0.0016257867671711685	0.06389077457297067	628.2232496324079	1556.7190412899313	0.6618076866930539	0.978559854111082	0.5110244342610295	0.7385594003144341
308000	-25704.762425342495	-26326.128851314505	621.3664259720096	-26326.128851314505	0.0019621416946059437	0.06740955291517432	622.9166988779884	1467.1386001969217	0.6704142967977522	0.9577711494119635	0.4661076380651421	0.7076793479473776
309000	-25701.646835402655	-26325.51157444788	623.8647390452244	-26325.51157444788	0.0018116472574457956	0.06561793384239938	625.1875867907406	1647.7313416766822	0.602376433384615	0.9807396219139431	0.39314641531032	0.6475306048672711
310000	-25708.949870471326	-26334.05495413017	625.1050836588454	-26334.05495413017	0.0024379580556902715	0.06526250319015328	626.1184714673262	1505.5314222567324	0.5125775067173595	0.9534897701089934	0.26947617309752064	0.5447098999130203
311000	-25703.77645633748	-26329.23221149811	625.4557551606291	-26329.23221149811	0.0019717260252988915	0.06478110473597035	626.6973280078681	1443.7842307191486	0.5784606491357521	0.9716829660692058	0.3741142163144948	0.6186112778970038
312000	-25716.0095211291	-26338.35985031722	622.3503291881215	-26338.35985031722	0.001968698020841343	0.06703109752349613	623.4740736180111	1478.4899239170857	0.5441976192577745	0.9960558041808563	0.3770502243689164	0.5961811493213366
313000	-25720.750570612716	-26344.880996935426	624.1304263227106	-26344.880996935426	0.0019552602128604726	0.06565277131693076	625.3986657411873	1431.2930615262733	0.5862829173147046	0.9790567780505988	0.45355467577446534	0.6352727047836727
314000	-25696.1416798968	-26324.93284327009	628.7911633732905	-26324.93284327009	0.001920185978487698	0.06233093050972322	630.0654301704762	1770.5572441590045	0.5880543269059074	0.9948304289610398	0.4539239365502102	0.6566702697679102
315000	-25714.31054334126	-26335.711573062854	621.4010297215924	-26335.711573062854	0.0017424654494013333	0.06764134976030481	622.5748162571884	1473.1397904532885	0.5586881491876757	0.9826505991036528	0.34860114886526544	0.593324841344631
316000	-25708.45809381925	-26333.943817859687	625.4857240404385	-26333.943817859687	0.0016681644153622032	0.06454023630460333	626.5537624305796	1719.2695038657298	0.5281772712349602	1.0058920055709653	0.29772446203913466	0.5588641516107762
317000	-25706.912793917367	-26338.965000861328	632.0522069439602	-26338.965000861328	0.0016036240019782068	0.05991743234993373	633.3698479010974	1924.3559452139375	0.6008376799833866	1.0127562465343625	0.4486290040888317	0.6746294146541155
318000	-25715.13188144772	-26339.982990979854	624.8511095321336	-26339.982990979854	0.001745799373223688	0.0651974293829021	625.9608092840081	1631.0211279872367	0.5401474381320256	1.0005906433170542	0.35026706231827176	0.6029963345023407
319000	-25711.996740554718	-26343.238519510127	631.2417789554078	-26343.238519510127	0.0017362732167541623	0.06108592131342752	632.3783022804176	1499.667965108158	0.5478891852300897	1.0400144984412154	0.3385613129758854	0.5815134795629544
320000	-25724.29071632256	-26351.77197302208	627.481256699521	-26351.77197302208	0.0016181861578051366	0.06299584878183595	628.5633429758184	1352.8863414996756	0.5322060830355576	1.0100304829898636	0.2839099558895471	0.5505186733369777
321000	-25737.34406511387	-26358.191065074127	620.8469999602556	-26358.191065074127	0.0017399167193429274	0.0671104071614429	622.4021541924583	1689.666228942289	0.6718914853856547	0.9893368501496125	0.4412363977371948	0.7034953637100126
322000	-25724.591370199498	-26348.471067827806	623.8796976283098	-26348.471067827806	0.0018356814491750897	0.06542949274973839	625.3706970349365	1366.4012027647282	0.6525314847988163	0.9985998735560573	0.42961514028382164	0.6878389743144785
323000	-25731.907769349906	-26354.611979462952	622.7042101130468	-26354.611979462952	0.0017592673624463135	0.06660078056453449	624.0081721299651	1555.4976381572772	0.5967994217615485	0.9579062020320858	0.3165565410172031	0.6062641689453369
324000	-25719.413448262185	-26341.118723277683	621.7052750154978	-26341.118723277683	0.0020575072890914935	0.0671475188024055	623.1655400767597	1553.2354684235745	0.6432994151412591	0.9431557715284129	0.3971012629094826	0.6861004432152222
325000	-25731.236501195817	-26345.061312752998	613.8248115571823	-26345.061312752998	0.0017742192221957662	0.07219743583495092	615.3218298292144	1553.2354684235745	0.6543427217986034	0.9635060313607053	0.4312648882719276	0.6998158434454409
326000	-25740.675491752925	-26349.170023263967	608.4945315110419	-26349.170023263967	0.002275910338201065	0.07694442628921783	609.7821200182696	1322.266021916394	0.5919738490563399	0.9196698460642575	0.33025785739354696	0.6191793112087215
327000	-25732.297960889307	-26349.52064465175	617.2226837624456	-26349.52064465175	0.0020091890896401154	0.07046818450210425	618.5123163437892	1426.2705765271523	0.592575785861864	0.9052481783224593	0.31617896384635275	0.6036133890723684
328000	-25723.013375070608	-26339.93108522812	616.9177101575106	-26339.93108522812	0.0018118310085749882	0.0704006958810105	618.2923259908466	1523.5014908498667	0.6177232256826831	0.9130277624831269	0.34800654277259885	0.6362119635756655
329000	-25726.772830494516	-26348.49166970896	621.7188392144468	-26348.49166970896	0.001731735524290155	0.06556741281568725	623.0566546377316	1883.1107008596455	0.606804744378379	0.929420511989858	0.3684070326080702	0.6376033979967348
330000	-25736.95325607981	-26351.526930861375	614.5736747815647	-26351.526930861375	0.0019918876969693524	0.07238094919813523	615.8722652605043	1367.4595808168588	0.5952153461618156	0.9352476484776032	0.34091532419066767	0.6194874011750835
331000	-25721.710842767545	-26339.14644011421	617.4355973466663	-26339.14644011421	0.0018107208124607177	0.07037719895398022	618.5259618241495	1478.7629296885425	0.5345837571475417	0.9322150249471947	0.2619055213747071	0.5475104504359958
332000	-25727.666888311127	-26341.80052976726	614.1336414561324	-26341.80052976726	0.0018558799413453658	0.07144652299590477	615.2099649614128	1679.058874218093	0.5305524482995289	0.9141322321836163	0.2787370096631619	0.580227855000652
333000	-25734.797245235502	-26349.533339952046	614.7360947165447	-26349.533339952046	0.0017467163221110793	0.07135617771932048	616.214001182534	1601.4980224372962	0.6485951588463047	0.897831325608985	0.46265049817925347	0.7204582917309249
334000	-25731.864608268377	-26347.071256966763	615.2066486983842	-26347.071256966763	0.001859276245139913	0.07206995692194446	616.2118270814559	1431.9666144083048	0.5102444501240531	0.9033660772001528	0.272910310803406	0.5630438075039794
335000	-25739.950813115138	-26352.107968750177	612.1571556350395	-26352.107968750177	0.002014285516205871	0.07142322235134439	613.0856017782619	1824.4879599516487	0.48857187472934205	0.9236383944349478	0.2731787858263192	0.5481315006833565
336000	-25731.79359723203	-26353.774075907044	621.9804786750152	-26353.774075907044	0.0017146507254822444	0.0672186541673705	623.0791284418218	1546.0090808878215	0.5369660907497404	0.9266268089082974	0.32280899249546596	0.6043520329942482
337000	-25730.335217342825	-26345.513582193587	615.1783648507633	-26345.513582193587	0.0017278052781519696	0.07055526224696998	616.3101178580797	1711.6550387786149	0.5465104255154244	0.9168754809035635	0.3325075880612508	0.6129404328852233
338000	-25733.777048000422	-26350.803757391426	617.026709391003	-26350.803757391426	0.0019101828140019744	0.0707624242266142	618.0363918386752	1345.378555796641	0.5115241340765696	0.9234033392691408	0.3047749606042001	0.5848248208322749
339000	-25739.809416266635	-26364.459001460993	624.6495851943594	-26364.459001460993	0.0016437386164189919	0.06534373370916491	625.5894433259878	1656.9334602276513	0.4917795213347391	0.9827959351899925	0.2803272985549826	0.5519188099484582
340000	-25753.278447642424	-26373.943907872206	620.6654602297835	-26373.943907872206	0.0018299557959317735	0.06725690505656046	621.847722766866	1246.66936780608	0.5611515671913434	0.9493824537073633	0.34969342492425737	0.6305772572156658
341000	-25721.53221449682	-26346.281560192703	624.7493456958852	-26346.281560192703	0.0017555559870371712	0.0654969805707393	625.7653617623494	1517.8865928614255	0.5133250123202013	0.9467122672057273	0.3109211490713516	0.5865095074407302
342000	-25723.35265289492	-26344.4174721622	621.0648192672827	-26344.4174721622	0.0019159546387881215	0.0679342137243492	622.1460519509982	1468.9417306645178	0.531961062836517	0.9628039067178599	0.34366012033368354	0.6032847556207364
343000	-25720.507385769604	-26338.489075885653	617.9816901160473	-26338.489075885653	0.0016953608357085732	0.06916558000158278	619.2243149111243	1224.420237079422	0.5787687605435332	0.9805851725693745	0.3836781453663716	0.6284000943470907
344000	-25710.763266083122	-26336.32568522224	625.5624191391178	-26336.32568522224	0.0017750412043479231	0.06488474122569028	626.6155345197443	1588.1296618689937	0.5239058746516521	0.9767190657068033	0.32264763978680067	0.581130817261671
345000	-25712.939224063455	-26336.264864215973	623.3256401525167	-26336.264864215973	0.0017994187246035188	0.06647664474080103	624.2341700286655	1437.0549765123449	0.48298722526968146	0.9309961806016543	0.26890107978659733	0.5369741136115046
