#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:NorthAm" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:NorthAm" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:NorthAm" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.NorthAm" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:NorthAm" name="distribution" x="@birthRate.t:NorthAm">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:NorthAm" name="distribution">
#            <parameter id="ucldStdev.c:NorthAm" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.base.inference.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@NorthAm" id="treeLikelihood.NorthAm" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:NorthAm">
#            <siteModel id="SiteModel.s:NorthAm" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:NorthAm" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:NorthAm" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:NorthAm" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:NorthAm" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:NorthAm" spec="beast.base.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:NorthAm">
#                <LogNormal S="@ucldStdev.c:NorthAm" id="LogNormalDistributionModel.c:NorthAm" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="198" id="rateCategories.c:NorthAm" spec="beast.base.inference.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:NorthAm" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
749000	-25726.45063505188	-26337.69472414638	611.2440890945005	-26337.69472414638	0.0022354164321530257	0.07333920711889291	613.0352300162681	1125.926171372217	0.7440730282947858	0.9087050272845326	0.6608514138039072	0.8434598927189202
750000	-25705.37093762789	-26326.332890563983	620.9619529360921	-26326.332890563983	0.002231969054533633	0.0672376909544476	622.3981849222182	1296.1620945322156	0.6361000183964812	0.9260898240393415	0.4957892327907191	0.712161592906712
751000	-25727.266303022356	-26343.838180862513	616.5718778401574	-26343.838180862513	0.0025708032033614006	0.07053198897999625	618.1166214487939	1294.1945243470525	0.668741835592812	0.941353794656715	0.5423511773870453	0.7369091389893332
752000	-25706.920014387302	-26336.234353074422	629.3143386871201	-26336.234353074422	0.0019242487339022098	0.062119223228394554	630.6414407698354	1734.8444417288483	0.603634370285878	0.9755463956638111	0.372823337122066	0.6261660089761311
753000	-25713.381201413555	-26339.744812923855	626.3636115103018	-26339.744812923855	0.0018166394099862694	0.06409888037002434	627.8620269470246	1589.004807280467	0.6547633179769963	0.9711609049876119	0.4956495676982687	0.6967525849521303
754000	-25697.655032799692	-26328.969790050593	631.3147572509005	-26328.969790050593	0.0017040645900375927	0.06119845362518693	632.4808680352178	1600.3915245402172	0.5564595521752315	0.9992369777395865	0.3737644370019192	0.5967899560810926
755000	-25701.821806481727	-26335.291296086067	633.4694896043405	-26335.291296086067	0.001780013920107919	0.05946935070063727	634.8575073256809	1508.3033527664866	0.6217102107052279	1.040833637615745	0.4750425367055019	0.6577620162975001
756000	-25706.011769954268	-26332.351775026476	626.3400050722073	-26332.351775026476	0.0017886352019078032	0.06416485157475064	627.7944526208668	1560.0678970287997	0.6415551088488411	1.0569568297555019	0.5135945194198747	0.6737815402135371
757000	-25708.11175244454	-26335.49325339869	627.3815009541511	-26335.49325339869	0.0020133433587143715	0.0631795752791327	628.7862937096869	1737.378920822265	0.6267086365553542	1.050688683465497	0.484530185484129	0.6416272178664353
758000	-25710.958701277897	-26342.213843282872	631.2551420049763	-26342.213843282872	0.0018997602680483742	0.05982668443305532	632.5353875654552	2028.1659545808734	0.5898126629930768	1.0369047510939717	0.3995008656904169	0.6200850812106857
759000	-25703.37872205091	-26337.305892402743	633.9271703518314	-26337.305892402743	0.0020997530784588637	0.058768182256725206	635.0057618002782	1408.7578288719824	0.531203084879074	1.0555040098905952	0.3095415816684622	0.5436570445470824
760000	-25702.213903334516	-26327.477379011096	625.26347567658	-26327.477379011096	0.0025789493720458105	0.0649847370394444	626.4823260890287	1470.48455504603	0.5718147179229242	1.0528417374204129	0.3515664888972074	0.5818852766474257
761000	-25694.282726254773	-26320.802637759174	626.5199115044006	-26320.802637759174	0.002079851481827655	0.06422350169714515	627.637445437858	1601.299186656635	0.5424057329066709	1.0484272444945382	0.3199832363257083	0.5527598336896775
762000	-25687.707444509524	-26317.632645218473	629.9252007089507	-26317.632645218473	0.0024462176096538227	0.061991970708139686	631.1723297521704	1642.125184189763	0.5800884691136716	1.0508960247647694	0.3379959177157739	0.5737578102960442
763000	-25695.72969445101	-26324.01887471724	628.2891802662325	-26324.01887471724	0.001746459986863358	0.0626692467208357	629.486387622667	1405.6704322546618	0.565501329147127	1.0462061691835853	0.336474160275793	0.5698900458153072
764000	-25684.464124987637	-26311.23048101913	626.7663560314938	-26311.23048101913	0.0018449291101323402	0.06391961466576535	628.0289239580393	1464.9228795622823	0.584617227385522	1.0439393310225284	0.35722559160239664	0.5866395756840922
765000	-25683.804394441057	-26312.33206279546	628.5276683544027	-26312.33206279546	0.0018933706879842413	0.06264646367823812	630.0494556423794	1660.0431768201465	0.6618075178701964	1.029389432251485	0.43706443707473663	0.6446250400136609
766000	-25694.549448373007	-26323.44855493497	628.8991065619628	-26323.44855493497	0.002199086577095703	0.06160266170985118	630.3986627724731	1896.570201258014	0.6551067738115369	1.029358606322154	0.43081318283343345	0.6597883100387808
767000	-25697.77493886135	-26322.083173038853	624.3082341775055	-26322.083173038853	0.0020687847325954337	0.06527224054140077	625.9569545229137	1601.6310648229676	0.7003344122095292	0.9966728853624335	0.4629850814920558	0.7110335285836056
768000	-25704.765187639878	-26322.573293233836	617.8081055939575	-26322.573293233836	0.0020805498398257178	0.06961722573877063	619.717884065545	1403.4405833970156	0.7808892948814572	0.9726908163477581	0.528351295037341	0.7614333035283581
769000	-25696.823805067103	-26318.389949875607	621.5661448085049	-26318.389949875607	0.0017813544666269343	0.06738801446848502	622.8797190450695	1415.063423349292	0.5996364689027169	0.9881858889058938	0.3682539630749291	0.6262284145476386
770000	-25708.14360838749	-26326.556839580975	618.4132311934835	-26326.556839580975	0.001955464292791131	0.06916915075089658	620.1926004375671	1517.5880096782464	0.7404384024757371	0.9635238923985858	0.5534238735128193	0.7484727036517207
771000	-25697.708134124026	-26324.207927160816	626.4997930367914	-26324.207927160816	0.0016431422491189787	0.06388211630384213	628.2132092086038	1584.4794795372495	0.7201386714217507	0.9914641409868188	0.5525588808562766	0.7259345036065018
772000	-25730.190110973148	-26345.4596978895	615.2695869163498	-26345.4596978895	0.002305416440909704	0.06849326939916402	617.0020521626361	1916.3770195713241	0.7259905184860027	0.980797746930683	0.5944388463472189	0.7420083676552346
773000	-25715.766489091624	-26332.52883662934	616.7623475377147	-26332.52883662934	0.0020508195917258347	0.06970591029736874	618.5898079385489	1226.8673270967963	0.755308342711	0.9497496889053065	0.6259927860551614	0.7915749541238968
774000	-25694.21256403411	-26317.494077430354	623.281513396243	-26317.494077430354	0.0018420820137765208	0.06588068871118022	624.8680582011048	1626.7770394917113	0.6814069249116961	1.0044376074048198	0.46400576973801394	0.6922838619093616
775000	-25686.176656293286	-26309.14208092264	622.9654246293552	-26309.14208092264	0.0017066143669575069	0.06630040205285341	624.4691366716671	1430.400250966119	0.6563583033464022	1.012925381597138	0.446089284123739	0.6610578272283473
776000	-25687.614316807463	-26315.108274545564	627.4939577380993	-26315.108274545564	0.00159954215766591	0.06333665707468335	628.8364047473217	1676.8687920795355	0.6081765139304806	1.0384927900034713	0.41545406987256517	0.6306092467601309
777000	-25688.42991710261	-26313.265909338905	624.8359922362946	-26313.265909338905	0.002329484352276926	0.0649547188570238	626.4121138262439	1617.1510492148352	0.6782442733153219	1.0316385096082688	0.5363283890616849	0.7029026792100279
778000	-25717.907828402742	-26338.28034987474	620.3725214719993	-26338.28034987474	0.0025028696904613726	0.0679738816167978	622.0913946996815	1455.699300583987	0.7218141232241454	1.0194003637317999	0.6905816547826472	0.7603461701558483
779000	-25699.00335953158	-26320.90919926567	621.9058397340904	-26320.90919926567	0.002055276487774385	0.0658666686350363	623.4943326013514	1800.3969839242457	0.6819983482706556	1.017095509028454	0.5729791735899963	0.7199528759141742
780000	-25686.536770726998	-26317.73680866061	631.2000379336114	-26317.73680866061	0.0016827926445915058	0.060919866836046964	632.9380544425679	1628.4228889778426	0.7276975959876963	1.0471707506139212	0.652798510218969	0.7948451296599598
781000	-25693.5497046362	-26316.292223307864	622.7425186716637	-26316.292223307864	0.0020427388383566472	0.06637140830412251	624.2154878934181	1597.3887483088467	0.6471121204314039	1.004025063895831	0.5147859529367239	0.7046654643126632
782000	-25697.308916831604	-26323.734654825756	626.4257379941536	-26323.734654825756	0.0025642424952839887	0.06396874485313092	628.0941813344589	1526.4120401248535	0.7063602432711932	1.0139438331791777	0.6013479891991548	0.7633404410788263
783000	-25715.185025254294	-26330.085229784185	614.9002045298922	-26330.085229784185	0.0024653028147571723	0.07013808162809616	616.9219553625095	1142.3955965619107	0.8159329561222676	0.9383585241001359	0.8151946495008486	0.9050922219105938
784000	-25691.837941846305	-26324.295490470446	632.4575486241425	-26324.295490470446	0.0016138471670338371	0.059571566737798974	633.8676102463198	1944.353692007253	0.6282804010742146	1.0098018819474215	0.474371235795574	0.6956984044950489
785000	-25693.88385632599	-26319.690780521458	625.8069241954676	-26319.690780521458	0.0018944064634751946	0.06441181365465702	627.2045338765403	1640.6879904841528	0.6245672325454523	1.0099847238797013	0.45424163460122136	0.6591135741821954
786000	-25700.397474373403	-26323.869447927453	623.4719735540486	-26323.869447927453	0.0018351305248838564	0.06586604312245066	624.9959991491612	1604.0460024289669	0.6624829676806723	1.0055534414440679	0.5172227490907936	0.6940438254540081
787000	-25706.257107339374	-26336.079520288396	629.8224129490229	-26336.079520288396	0.0017235330152145113	0.06149702930935592	631.296665258004	1810.1237722560777	0.6474974615998601	1.009094228121538	0.4185312144689338	0.6451853332124805
788000	-25704.17503046394	-26330.265774682226	626.0907442182883	-26330.265774682226	0.0015174748365980259	0.06376990512624367	627.8474344504137	1724.1719837649107	0.7334456894295986	1.0289257118488655	0.5045314325560816	0.7101643392617091
789000	-25712.78154863514	-26334.795077761722	622.0135291265839	-26334.795077761722	0.0015304423489177071	0.06652828527457655	623.7094133317488	1342.0907127900412	0.7147611086880643	1.0255583289326726	0.47361736591932313	0.6805916386072177
790000	-25695.874152489454	-26324.133225382477	628.2590728930228	-26324.133225382477	0.0014393801555575496	0.06275239108845508	630.002209881603	1587.567969197915	0.7292728940227999	0.9736929514767138	0.4229044222114475	0.6987302202696267
791000	-25699.05389079486	-26320.85639479761	621.8025040027486	-26320.85639479761	0.0014119523144232797	0.06687130260568785	623.6612132657325	1527.6228914492426	0.7650004333429953	0.9802403980358427	0.4328743424263416	0.6890285046640734
792000	-25711.949723316753	-26334.451243681735	622.501520364981	-26334.451243681735	0.0017743309639839892	0.06628633382055558	624.4424394201068	1416.0970512937172	0.7906072670300146	0.9465807324289264	0.5237720596213847	0.7471744758424886
793000	-25713.282255495033	-26336.290395413856	623.0081399188231	-26336.290395413856	0.0019055174222585816	0.06593133812358011	624.672878597471	1364.5602304480255	0.7052275969092902	0.9769104490409019	0.4661998344674725	0.6798303690592091
794000	-25708.60781678226	-26330.197151915756	621.5893351334968	-26330.197151915756	0.0017338300726229938	0.06698578002090814	623.3408773402742	1573.919839407249	0.7318601634231334	0.9696758723506137	0.5316893781597317	0.7045993158857091
795000	-25700.107298527633	-26326.005512577245	625.8982140496126	-26326.005512577245	0.00193134988357581	0.06429398698592764	627.5829750408782	1510.2114456436127	0.7113534264397966	0.9771821560146668	0.4528178223351906	0.6714535169352589
796000	-25713.845864905838	-26334.85381605944	621.0079511536031	-26334.85381605944	0.0017899178206967762	0.06647815475808123	623.1374452608625	1273.0095664262826	0.8499072530823282	0.949315075859219	0.5583606493874332	0.7724053363985054
797000	-25720.663939863134	-26334.313363474874	613.6494236117384	-26334.313363474874	0.0019962577090470376	0.07245577324020379	615.7287127933213	1406.1822405969265	0.8340462764815192	0.9251988726196075	0.5248789099308193	0.7702156338501924
798000	-25708.938030116347	-26326.999792546307	618.0617624299612	-26326.999792546307	0.00192962820584741	0.06927548625012843	619.8179768689066	1305.093071201242	0.7332991233716308	0.9705982865364647	0.47225128228545865	0.7272569044937734
799000	-25706.618717494697	-26328.56335015653	621.9446326618329	-26328.56335015653	0.002098194833205753	0.06676001745304376	623.7745596182219	1417.0249960717122	0.7560725190767682	0.9270624586507963	0.4693885737879125	0.7284351162009537
800000	-25712.45528811155	-26331.462231211324	619.0069430997739	-26331.462231211324	0.0020013441428530267	0.06785658705827284	620.9393672282561	1710.6502853849781	0.7879540973493564	0.9289904899243686	0.5405730066041334	0.7610284976221507
801000	-25734.03532118185	-26355.365208400148	621.3298872182957	-26355.365208400148	0.0022929512706589585	0.06730610104348592	623.0092498666727	1420.4625179497161	0.7097007661501417	0.9335337963366722	0.43468002844687176	0.6933092680542915
802000	-25738.286326649235	-26350.58240529445	612.2960786452152	-26350.58240529445	0.0023681182498381296	0.07301791536866552	613.9638042788106	1562.0749676634457	0.7061407865894557	0.9495057041176742	0.42103234779030363	0.6789739997547939
803000	-25714.11554668117	-26335.320667262004	621.2051205808361	-26335.320667262004	0.0018232924175379155	0.06729113016639802	622.8589510670898	1372.8102435809262	0.7018946864689749	0.9516067195276966	0.46799180116117917	0.7065943107924072
804000	-25720.707258637027	-26341.534280040873	620.827021403845	-26341.534280040873	0.0018040136150310423	0.06666206473688163	622.5929752609053	1751.7932598159696	0.7363004362128086	0.9419798433579278	0.5837173973935331	0.7855880277689749
805000	-25730.54401407676	-26347.593559210807	617.0495451340471	-26347.593559210807	0.0019263684488541736	0.06984172174390693	618.9779638563839	1553.7007868537962	0.7867036773470715	0.9338337042799227	0.6279380201495741	0.8180163404497274
806000	-25717.354036589426	-26338.491922415134	621.1378858257076	-26338.491922415134	0.0019465034852326974	0.06744610383464898	622.8628737091724	1470.872489886475	0.7236923798301352	0.9537446982235441	0.5136898728325691	0.7698674783832828
807000	-25708.822845615883	-26326.847115969507	618.0242703536236	-26326.847115969507	0.0019496429765938738	0.06826509757135685	619.6422434951209	1176.2803224238407	0.6909611953837641	0.9383969345809501	0.44952509628355597	0.7219781084953276
808000	-25715.76083871451	-26330.255129734538	614.4942910200306	-26330.255129734538	0.0019549744213826336	0.07200336207575232	616.3001569593846	1317.1664196037202	0.7486243070934896	0.8976076022702447	0.49997828021612245	0.7824569352110259
809000	-25717.247394391812	-26336.27500925263	619.027614860817	-26336.27500925263	0.00194429825576898	0.0687758778568044	620.9013271318499	1404.9821750171625	0.7696619385415095	0.8874673326412154	0.5229918854176472	0.8028576195322744
810000	-25712.121108869786	-26335.99437180598	623.8732629361953	-26335.99437180598	0.0015576128919858683	0.06555936906341847	625.4143401643497	1403.7412182703695	0.6676333354737932	0.9653090027450208	0.34868705848530107	0.6217245526868448
811000	-25712.70072231399	-26330.7633235675	618.0626012535056	-26330.7633235675	0.0017376343130761228	0.06958245587967087	619.775663827918	1419.6423299848504	0.7200301345806903	0.9415020588431242	0.41317971228743006	0.6977445629304107
812000	-25715.406962771893	-26335.55412972548	620.1471669535842	-26335.55412972548	0.0016469624222093633	0.06810972810811286	621.478747463533	1590.7210398847458	0.604959206039119	0.9652558501014886	0.3033764068346222	0.5906189510474008
813000	-25718.951298152086	-26343.995319869908	625.0440217178207	-26343.995319869908	0.001587983162194581	0.06499873794048248	626.5165844972892	1539.416298015102	0.646990066507868	0.9349547093504419	0.3475412423519657	0.6372716804168754
814000	-25716.209789441553	-26330.523582904654	614.3137934631021	-26330.523582904654	0.002347561709038315	0.07215294903137433	615.937219421716	1471.3840885971622	0.692621612011368	0.9040660440932274	0.45621086111229353	0.7230113652422285
815000	-25720.504359563085	-26339.418746998803	618.9143874357193	-26339.418746998803	0.0017611923379664335	0.06894964065555619	620.1430761390367	1291.3878421979853	0.5746900450819362	0.9794094053490776	0.4007430092631951	0.6278916212172093
816000	-25716.72492419448	-26337.11832183259	620.3933976381074	-26337.11832183259	0.0019710486669680064	0.06761060910891907	622.0560414622888	1626.4542727486255	0.7045872862328835	0.9654277569437423	0.6510047308494386	0.796581084094668
817000	-25716.263862039475	-26338.43065167352	622.1667896340431	-26338.43065167352	0.0020986623900230246	0.06678959566710263	623.7647953137882	1537.3281611097698	0.6848879051661154	0.9675376510610149	0.5802519359993715	0.7516984092697973
818000	-25700.955871966547	-26322.6939872724	621.7381153058509	-26322.6939872724	0.0019039470863315134	0.06689220120398956	623.4107749602986	1373.6119449752605	0.707649760450624	0.9996443297926102	0.6296604733110207	0.759921013173172
819000	-25701.03023003469	-26328.54154083175	627.5113107970611	-26328.54154083175	0.0017507233875578905	0.06352873970941247	628.7859400552001	1551.531481272239	0.5881608911811259	0.9956414145527119	0.37400168231130454	0.6084278289393934
820000	-25716.479025622364	-26343.480752736137	627.0017271137721	-26343.480752736137	0.0016675421016119417	0.06376794199109724	628.4055119327207	1531.3013005861878	0.6264080555538004	0.9842210854323775	0.42740008569448495	0.65923484451744
821000	-25702.6982839054	-26329.26771436483	626.5694304594276	-26329.26771436483	0.0015024893430985718	0.06396056277344996	628.1082039115053	1528.1959491703376	0.666937003796087	1.0030917945009314	0.4980380998931167	0.708218545807558
822000	-25713.73468178619	-26332.443761200004	618.7090794138121	-26332.443761200004	0.001732238778541213	0.06909580860841681	620.3757953889673	1370.9604257720625	0.7058320814212176	0.981028384783452	0.5480243051998723	0.755149144019816
823000	-25716.936200003125	-26338.15116321667	621.2149632135428	-26338.15116321667	0.0015433835927595502	0.0674787570269374	622.8125862398977	1477.7471013339666	0.6847716243728119	1.0125225852332729	0.4640002796263973	0.6783616801051696
824000	-25710.679513933097	-26332.68501829396	622.005504360862	-26332.68501829396	0.0014582101690223013	0.06669610992713206	623.5600138184651	1353.304243801927	0.6716963248051617	0.9882742936565195	0.4379610244453627	0.6635885839760183
825000	-25718.76186678591	-26335.351512098983	616.5896453130747	-26335.351512098983	0.0017998449737398352	0.07061379293460443	618.3035565562562	1427.155532566203	0.7202906391390979	0.9392319564575736	0.5003429692664112	0.7152975144855936
826000	-25715.549298370348	-26331.75862942337	616.2093310530212	-26331.75862942337	0.00174978480231127	0.07075451427810538	618.1058664274696	1373.925560138588	0.7767632488122231	0.9063790196152521	0.576403497330156	0.8039860465484467
827000	-25715.844717255175	-26327.221837493467	611.3771202382927	-26327.221837493467	0.0017026470194108612	0.07444709046527978	613.0774145429297	1312.5105245856137	0.7161130666178742	0.9000133772933645	0.5191167570182635	0.7645452656441245
828000	-25718.901469756456	-26327.061576645097	608.1601068886426	-26327.061576645097	0.002220893199264359	0.0765986607118167	610.1982129550245	1340.6019385026964	0.8210745298650384	0.8721469900397624	0.6912193939710034	0.8705899369423681
829000	-25698.409008847775	-26315.056050716266	616.6470418684919	-26315.056050716266	0.0016511293799601244	0.06889807468255212	618.4780212232934	1767.4573302923168	0.7563986124593244	0.9240952407501206	0.7156637660574089	0.8641176015573715
830000	-25716.892208060384	-26333.28080805351	616.3885999931248	-26333.28080805351	0.001810465679517122	0.07032633408643146	618.2859916152861	1279.5418902698802	0.7770299012057722	0.9017540090798031	0.5668691657209773	0.8117794655919063
831000	-25721.536785419325	-26336.166336048966	614.6295506296423	-26336.166336048966	0.0020845907567423375	0.07200950476350661	616.3741203802437	1391.8147656188316	0.7297137968523476	0.9151216160910108	0.5025557672157368	0.7800407955502714
832000	-25699.799458110367	-26315.02535625257	615.2258981422007	-26315.02535625257	0.0016626840997055444	0.07098714408253952	617.0524078782778	1230.4659479251134	0.7550138512926915	0.9505261891862703	0.5653538124106011	0.8130304166023663
833000	-25693.854950093442	-26311.95617869475	618.1012286013059	-26311.95617869475	0.002027609019863226	0.06947428906286827	619.9255416952975	1438.4317999597454	0.7543334712412075	0.9389427252140166	0.5445073182340041	0.7731972207664408
834000	-25706.468306855128	-26322.120194427767	615.6518875726414	-26322.120194427767	0.002225535499820567	0.0705768144295447	617.2377889592161	1201.0397112981157	0.6812116090093464	0.9632386017531188	0.40733965866905025	0.6569752709466926
835000	-25716.849793808888	-26335.973391113977	619.1235973050912	-26335.973391113977	0.002218102819853901	0.0689383339175931	620.6953537283092	1443.3151160281086	0.6769206777808162	0.9506259962900582	0.42360056066052204	0.6677077025561016
836000	-25716.789089661754	-26336.824009961958	620.0349203002037	-26336.824009961958	0.001968452411603603	0.06648765175057575	621.5088359807573	1163.9093788016721	0.6473963594517385	0.9795274584829718	0.4945069126718698	0.6935256437623978
837000	-25723.153992048487	-26346.134132864103	622.9801408156153	-26346.134132864103	0.0018117157339987773	0.06583082390566701	624.3665958431512	1715.3955798601498	0.6212450265774798	0.9672389833057675	0.47902624166403723	0.6880088544804062
838000	-25719.49554073796	-26348.67407129347	629.1785305555101	-26348.67407129347	0.0016872904399618924	0.062497994626290916	630.3647955877522	1538.610405383639	0.5623157288178748	1.0357991426629047	0.3372443100571535	0.5828475264308927
839000	-25719.929357016157	-26344.89328717471	624.9639301585531	-26344.89328717471	0.0020077461386144788	0.06533554906241681	625.9938308306104	1543.2696899674968	0.51727854633009	1.0104087870494736	0.3042471912979547	0.5532440944002203
840000	-25725.18203968154	-26351.47217901033	626.2901393287896	-26351.47217901033	0.0025354474138948044	0.06447211590000766	627.3269893787588	1530.2105469483824	0.5192602165179168	0.9928962909863208	0.29348148671137936	0.5522622991021366
841000	-25704.557086428253	-26335.880133876504	631.3230474482503	-26335.880133876504	0.0019296055848311428	0.06102559125231769	632.5962771813379	1528.961008902935	0.5877494524561209	1.0335604288009388	0.3677117302166649	0.6001425730322876
842000	-25715.583127649483	-26342.22200099077	626.638873341286	-26342.22200099077	0.001976124484566773	0.06360479120711131	628.2000877961352	1712.8370030450649	0.6737263694840478	1.023042667520171	0.4903392240119139	0.6936440285538557
843000	-25718.53007892922	-26344.701276162526	626.1711972333071	-26344.701276162526	0.0016032467265508072	0.06446258916000212	627.309564738978	1496.6664689895088	0.5484224329711864	1.014285044484789	0.34887721926064497	0.5812666882734869
844000	-25708.181472888053	-26333.58773867443	625.4062657863747	-26333.58773867443	0.002147067134287387	0.06487860739650009	626.6962602768007	1505.3294888252756	0.5926823750570919	0.9823328546636774	0.4015633589928447	0.631715988263024
845000	-25721.194509897672	-26336.692740631093	615.498230733421	-26336.692740631093	0.002266461641544204	0.07138861570701817	616.8128315750724	1519.4505146546069	0.5999396518604543	0.9534904586615086	0.35784036804518754	0.612656426760136
846000	-25713.983939109614	-26333.060930155065	619.0769910454518	-26333.060930155065	0.0022063530621249713	0.06849903008354499	620.3038366622136	1247.094462417782	0.5741511292897326	0.9429457708681009	0.339375930783135	0.6109996991345226
847000	-25720.424901958693	-26335.590578224965	615.1656762662728	-26335.590578224965	0.002597664390606281	0.07109381506636862	616.7107289334767	1593.0983755177256	0.6688352944200584	0.9240819475274313	0.485570656087411	0.7223407682983207
848000	-25727.528421916744	-26339.1033911681	611.5749692513576	-26339.1033911681	0.002052571815462696	0.07197334472655473	613.2724364685124	1752.8447901821605	0.7152463380725682	0.9114130665665128	0.48665876942003994	0.7635411912649448
849000	-25733.720883189322	-26344.841666370412	611.1207831810902	-26344.841666370412	0.0022745984979759834	0.07457990102608167	612.6504069341822	1425.7836169490463	0.664172945562648	0.906511389699189	0.421121252302547	0.710691540659892
850000	-25732.53221462279	-26351.402911591435	618.8706969686441	-26351.402911591435	0.001773058430451383	0.06934098619066274	620.1164656898629	1439.9237226208065	0.5796898319408997	0.9686201412259473	0.28156206218095375	0.5690062303006186
851000	-25730.63996130945	-26353.688111449002	623.0481501395531	-26353.688111449002	0.0017967754967003304	0.06619775471617012	624.0931530195754	1669.117218591508	0.5215875009771961	0.9397924398021174	0.22318613405551596	0.49181455791028644
852000	-25731.505046311748	-26351.208124522458	619.7030782107091	-26351.208124522458	0.001908031972762375	0.06861694181064365	620.9446254635445	1349.8664488655745	0.5784531531115821	0.9387605752364327	0.2563047714358217	0.52974636305356
853000	-25733.293793963378	-26346.548969300806	613.2551753374296	-26346.548969300806	0.0024887764121233422	0.07199319451828692	614.8974334106414	1148.9670714533304	0.6983622917235848	0.8836749679864303	0.3771212478909219	0.6636905554065519
854000	-25723.53846322655	-26339.3176749397	615.779211713152	-26339.3176749397	0.002746892268768728	0.0706656055985311	617.1778267681482	1205.0549832052673	0.6248668558072584	0.9303174905945664	0.3952110345027383	0.6387561446497427
855000	-25730.143165941146	-26345.50217737711	615.3590114359649	-26345.50217737711	0.0025712345521334483	0.07195586325439986	616.4497579058487	1361.208590395395	0.5346935367853275	0.948183285618674	0.30269885181293715	0.5566582108654569
856000	-25726.0905554044	-26343.619757142955	617.5292017385541	-26343.619757142955	0.002394184183245441	0.06968727648609943	618.5729138832219	1638.132150171592	0.5212188762118136	0.9146148005800537	0.2684149681726958	0.5347073406175229
857000	-25729.00646224318	-26348.201774796555	619.1953125533777	-26348.201774796555	0.0020252809478589905	0.06937879380784644	619.975157151392	1488.9868915484055	0.4473279251086432	0.9642445851736622	0.19452476415448688	0.44914248933748496
858000	-25732.661750326966	-26359.849626107585	627.1878757806202	-26359.849626107585	0.0018804986638470246	0.06390795939580074	628.087467932566	1623.3563007534806	0.4804866008984405	0.9576876466204426	0.20381078618997897	0.46303615584640684
859000	-25720.494982729593	-26346.91650477629	626.4215220466966	-26346.91650477629	0.0017635925012225106	0.0643066075919863	627.1704183890389	1403.3439454386678	0.4388664944878568	0.9667146878877532	0.18987282205553008	0.4501086714569914
860000	-25733.388303969106	-26350.16614352457	616.7778395554651	-26350.16614352457	0.002345007478384207	0.07090068035417733	617.7275921234633	1484.7001911265309	0.49456508817565237	0.9358129010288303	0.2452930492127414	0.5239757940878574
861000	-25729.642120322973	-26346.8469850815	617.2048647585287	-26346.8469850815	0.002526920123003988	0.07063376892272176	618.2642628484828	1434.6155537973214	0.5257031083680622	0.9131976883552066	0.26667017147986405	0.550105764519516
862000	-25713.900171491154	-26332.361179154555	618.4610076634024	-26332.361179154555	0.002301398167968873	0.0690640371288699	619.8631670520759	1275.043125412919	0.6259233957623166	0.9078241299642238	0.34505015774326797	0.6294613041557052
